"","penteVitDiam","nbMaxPrim","vitEmissionPrim","angInitMoyVertPrim","intensiteTropisme","propDiamRamif","distRamif","coeffCroissRad","diamMax","angLat","maxLatAge","duree"
"103",47.201,1,4.375,1.106,0.01567,0.86,4.989,0.497,0.174,0.802,17.121,12
"104",25.812,1,4.838,1.675,0.01009,0.365,4.402,0.364,0.444,1.306,8.943,12
"105",39.268,1,4.998,1.69,0.0314,0.817,1.253,0.267,1.346,1.476,1.77,12
"106",42.797,1,3.192,0.806,0.02213,0.77,3.921,0.035,1.29,1.157,15.189,18
"107",46.272,1,1.673,1.334,0.02671,0.767,2.547,0.39,1.459,1.348,8.288,12
"108",27.12,1,3.287,1.512,0.00711,0.871,3.486,0.115,1.444,0.985,4.567,12
"109",48.688,1,1.71,1.192,0.02245,0.602,4.199,0.154,0.573,1.412,6.803,15
"110",25.234,1,1.465,1.218,0.01004,0.283,5.444,0.409,0.73,1.451,11.341,11
"111",20.705,1,2.069,1.226,0.00153,0.623,1.313,0.37,1.696,1.345,15.177,10
"112",29.18,1,4.336,1.427,0.02449,0.74,5.487,0.16,1.398,1.42,13.864,15
"113",40.691,1,2.405,1.599,0.02786,0.78,5.687,0.152,1.488,1.668,5.776,11
"114",32.351,1,0.757,0.994,0.01139,0.801,5.813,0.107,0.767,1.092,13.66,15
"115",26.174,1,2.382,1.221,0.00968,0.336,2.578,0.301,1.122,1.614,14.62,14
"116",43.446,1,1.52,1.152,0.0254,0.394,5.355,0.131,1.128,1.564,23.999,11
"117",43.033,1,0.39,1.429,0.02111,0.489,2.343,0.058,0.594,1.576,2.07,17
"118",28.054,1,3.558,1.484,0.00409,0.298,3.225,0.173,1.174,1.052,4.953,16
"119",38.615,1,2.448,0.879,0.03161,0.876,2.596,0.082,0.264,1.108,17.138,9
"120",47.553,1,1.742,0.926,0.01462,0.419,2.625,0.193,0.34,0.827,17.111,14
"121",32.124,1,2.505,1.675,0.00502,0.414,2.47,0.366,0.664,0.947,6.111,13
"122",18.649,1,1.88,1.612,0.00957,0.499,2.134,0.081,1.135,1.256,2.941,7
"123",38.265,1,1.596,1.148,0.02545,0.571,1.401,0.229,0.463,1.575,22.394,13
"124",13.444,1,1.928,1.293,0.02057,0.365,2.245,0.303,0.561,1.295,13.704,16
"125",39.744,1,0.659,1.673,0.03339,0.408,3.68,0.06,0.819,1.176,23.305,14
"126",46.791,1,4.38,1.215,0.03306,0.531,3.945,0.419,0.455,1.518,22.408,12
"127",19.363,1,2.769,1.289,0.01766,0.808,2.171,0.041,1.69,0.974,20.457,15
"128",19.489,1,3.044,0.834,0.03037,0.859,2.017,0.312,1.113,1.24,7.546,6
"129",39.412,1,4.221,0.841,0.01744,0.688,5.416,0.122,0.241,0.909,8.109,9
"130",15.5,1,3.352,1.47,0.00363,0.468,5.417,0.371,0.684,1.013,14.906,18
"131",36.425,1,0.258,1.144,0.02373,0.619,2.183,0.235,0.573,0.842,3.682,7
"132",43.839,1,0.195,1.452,0.00989,0.547,1.493,0.46,0.431,1.629,14.023,9
"133",25.748,1,2.326,1.53,0.00037,0.767,5.75,0.292,0.754,1.164,7.152,7
"134",22.16,1,4.528,1.039,0.02013,0.492,2.497,0.356,0.619,1.085,13.566,13
"135",15.281,1,4.056,1.448,0.03352,0.617,4.273,0.455,0.754,1.461,14.089,14
"136",35.296,1,4.922,1.363,0.00778,0.551,5.872,0.101,0.371,1.611,22.291,8
"137",13.942,1,2.723,0.857,0.00745,0.5,5.178,0.008,1.343,1.052,7.413,8
"138",30.597,1,0.234,1.431,0.00189,0.317,2.811,0.475,1.387,1.622,10.732,17
"139",42.248,1,2.086,0.91,0.00715,0.739,2.181,0.083,1.247,1.06,9.763,17
"140",47.205,1,0.815,1.336,0.01856,0.289,1.761,0.187,1.443,0.941,3.565,9
"141",22.381,1,0.397,1.44,0.00122,0.884,5.786,0.056,0.42,1.263,23.7,20
"142",46.843,1,0.965,0.801,0.00263,0.872,5.651,0.236,1.382,0.837,6.029,9
"143",42.469,1,2.702,1.531,0.02237,0.691,1.433,0.11,0.863,1.463,5.862,8
"144",48.966,1,4.883,1.165,0.01354,0.242,1.926,0.004,0.149,1.283,12.538,20
"145",48.482,1,2.899,1.044,0.00117,0.511,5.532,0.049,1.148,1.566,19.126,9
"146",27.722,1,2.775,1.038,0.03226,0.268,3.434,0.075,0.146,1.557,16.533,6
"147",39.937,1,0.839,1.317,0.03203,0.707,4.9,0.154,1.255,1.643,6.966,19
"148",26.177,1,3.295,1.291,0.00288,0.286,1.306,0.072,1.298,1.034,15.804,14
"149",41.263,1,1.318,1.586,0.03457,0.629,2.625,0.47,0.971,0.843,2.42,10
"150",21.698,1,2.024,1.143,0.00282,0.89,2.69,0.471,1.303,0.978,11.278,7
"151",25.412,1,1.136,1.535,0.02215,0.522,4.072,0.082,0.47,1.408,2.359,9
"152",48.424,1,4.709,1.045,0.03005,0.839,2.865,0.46,0.918,1.207,18.476,7
"153",48.595,1,0.649,1.401,0.01324,0.831,3.474,0.352,0.624,1.467,3.559,9
"154",20.443,1,3.025,1.494,0.02826,0.376,4.601,0.289,0.829,0.901,12.544,12
"155",30.914,1,4.982,1.122,0.00222,0.404,5.044,0.323,1.342,0.93,3.503,7
"156",36.937,1,1.183,1.151,0.01589,0.469,3.842,0.395,1.39,1.383,5.198,14
"157",20.227,1,4.006,1.412,0.03095,0.441,2.449,0.193,0.688,1.603,13.791,10
"158",34.875,1,3.019,1.681,0.00483,0.666,2.064,0.242,0.863,1.202,12.476,19
"159",14.638,1,0.934,1.407,0.00232,0.387,4.18,0.425,1.037,0.916,23.243,10
"160",13.202,1,4.709,1.122,0.0016,0.732,3.27,0.289,1.658,0.853,7.274,13
"161",48.46,1,3.181,1.051,0.01215,0.895,3.109,0.47,0.328,1.368,13.85,6
"162",27.216,1,3.378,1.094,0.02258,0.405,1.267,0.154,0.346,0.951,13.32,8
"163",17.118,1,4.079,1.177,0.02606,0.355,4.583,0.041,0.9,0.802,2.416,18
"164",11.939,1,3.506,1.025,0.01322,0.652,2.193,0.018,0.311,1.392,4.855,10
"165",36.776,1,1.542,1.134,0.01804,0.553,1.004,0.401,1.537,0.854,23.235,10
"166",16.739,1,3.35,1.105,0.0158,0.549,1.052,0.363,0.636,1.393,20.67,13
"167",26.641,1,4.968,0.853,0.00092,0.387,1.993,0.173,1.1,1.049,21.664,15
"168",34.316,1,0.697,1.039,0.01354,0.453,1.633,0.077,1.465,1.531,9.668,16
"169",18.59,1,3.653,0.848,0.02069,0.652,1.466,0.457,0.594,1.102,13.668,18
"170",31.863,1,3.878,1.077,0.01906,0.754,5.317,0.087,1.139,1.152,19.448,16
"171",18.281,1,1.753,0.915,0.00193,0.894,1.434,0.444,0.504,1.682,23.743,19
"172",28.547,1,0.695,0.962,0.01429,0.335,1.594,0.268,0.802,0.923,14.676,7
"173",47.409,1,0.41,0.89,0.01959,0.86,2.192,0.468,1.093,1.379,20.882,13
"174",46.518,1,3.24,1.183,0.02635,0.352,4.946,0.454,0.241,1.008,11.521,5
"175",47.809,1,4.156,0.805,0.0114,0.548,2.564,0.346,1.199,0.879,8.591,8
"176",30.827,1,4.295,0.939,0.02516,0.599,3.947,0.248,0.633,1.213,18.021,8
"177",31.752,1,2.583,1.329,0.02487,0.343,3.976,0.024,1.106,0.977,13.604,17
"178",12.823,1,0.102,1.492,0.0089,0.411,3.459,0.023,1.22,1.587,9.075,12
"179",39.322,1,2.466,1.319,0.02961,0.472,2.42,0.186,1.21,1.672,9.916,7
"180",10.561,1,0.728,1.478,0.02013,0.401,5.191,0.098,0.705,1.231,21.631,12
"181",19.144,1,1.482,1.574,0.02742,0.511,4.693,0.254,1.241,1.149,5.334,13
"182",26.207,1,1.434,0.94,0.00144,0.877,4.578,0.03,1.058,1.326,13.759,5
"183",39.642,1,2.16,1.59,0.02903,0.222,2.273,0.136,1.205,0.936,24.555,12
"184",20.075,1,4.281,1.426,0.02901,0.84,4.298,0.246,0.566,1.697,18.546,12
"185",45.786,1,0.878,1.535,0.01849,0.242,1.735,0.405,1.293,1.397,24.445,20
"186",16.896,1,0.297,1.037,0.03446,0.832,3.014,0.43,1.209,1.555,9.354,9
"187",40.902,1,3.019,1.602,0.03136,0.335,1.573,0.349,1.658,0.859,3.948,8
"188",42.271,1,4.179,1.001,0.02816,0.419,2.364,0.498,1.538,0.979,9.112,8
"189",28.16,1,0.79,0.93,0.01889,0.878,3.788,0.458,0.754,1.447,15.969,20
"190",24.477,1,0.402,0.954,0.0026,0.855,3.015,0.407,0.955,1.194,21.656,9
"191",38.437,1,1.666,1.379,0.01125,0.714,2.025,0.454,0.436,1.052,16.159,19
"192",20.644,1,4.889,1.217,0.02974,0.413,2.755,0.321,0.527,0.984,15.831,13
"193",27.489,1,1.869,1.197,0.00062,0.212,2.216,0.486,1.479,1.52,9.251,12
"194",42.281,1,3.738,1.615,0.00155,0.419,1.75,0.195,0.492,1.672,18.949,6
"195",31.135,1,1.803,0.901,0.0324,0.887,4.299,0.008,1.113,1.522,20.488,16
"196",23.454,1,3.311,1.075,0.00304,0.277,1.325,0.492,0.402,1.694,19.015,13
"197",32.979,1,2.049,1.048,0.01803,0.801,2.992,0.239,1.279,1.016,3.523,18
"198",49.398,1,0.611,0.843,0.01144,0.471,1.991,0.485,0.256,1.526,24.879,7
"199",15.176,1,1.451,1.569,0.00958,0.452,4.349,0.048,1.043,1.581,4.837,13
"200",13.249,1,3.8,1.176,0.00058,0.528,5.329,0.124,1.487,1.555,9.741,12
"201",30.083,1,3.905,1.603,0.0006,0.694,2.943,0.006,1.633,1.067,4.22,9
"202",48.338,1,1.179,1.114,0.00079,0.463,5.782,0.205,0.851,1.182,3.966,13
"203",30.697,1,4.653,1.489,0.02693,0.653,2.046,0.127,1.607,0.967,10.09,18
"204",22.574,1,2.178,1.564,0.01498,0.74,2.055,0.322,1.275,1.224,19.993,17
"205",28.072,1,2.3,0.815,0.01269,0.342,2.043,0.443,0.426,1.193,4.769,6
"206",19.981,1,2.758,0.832,0.0104,0.698,2.105,0.143,1.643,1.076,4.173,10
"207",45.974,1,3.961,1.055,0.00614,0.371,5.962,0.11,0.392,0.86,23.283,12
"208",42.8,1,0.357,1.473,0.03494,0.495,3.33,0.006,0.222,1.016,4.288,7
"209",45.543,1,4.565,1.648,0.0135,0.853,3.677,0.124,0.444,1.168,12.152,17
"210",49.44,1,1.328,0.961,0.01151,0.721,1.81,0.386,1.087,0.907,10.738,13
"211",42.348,1,2.685,1.425,0.00778,0.723,5.949,0.299,1.622,1.68,4.249,6
"212",24.754,1,2.29,1.578,0.01463,0.235,1.91,0.321,0.94,1.429,1.452,19
"213",47.708,1,2.574,1.011,0.03384,0.346,5.991,0.145,1.103,1.105,7.536,7
"214",46.426,1,2.499,0.984,0.01167,0.7,5.616,0.474,1.426,1.649,4.432,10
"215",39.392,1,4.695,1.13,0.0066,0.653,2.934,0.436,0.436,1.522,14.076,12
"216",22.121,1,1.635,1.325,0.00651,0.561,4.592,0.367,1.566,1.598,8.764,18
"217",28.151,1,4.659,1.24,0.0053,0.862,2.335,0.374,0.947,1.473,20.395,6
"218",13.633,1,3.635,1.66,0.0238,0.71,2.344,0.165,0.226,1.633,13.243,16
"219",25.768,1,1.392,0.829,0.03098,0.212,3.966,0.251,0.436,1.442,14.995,19
"220",22.833,1,1.378,1.122,0.02493,0.392,3.509,0.409,1.269,1.233,4.917,16
"221",37.907,1,1.439,1.124,0.01393,0.584,3.365,0.301,0.2,1.366,19.334,19
"222",46.284,1,3.942,1.248,0.02527,0.656,3.787,0.171,0.121,0.866,9.774,5
"223",24.006,1,1.41,1.145,0.03171,0.813,1.767,0.377,1.288,1.348,5.788,12
"224",26.87,1,0.473,1.589,0.00153,0.433,2.405,0.179,0.647,1.357,20.143,19
"225",36.871,1,2.539,0.823,0.01274,0.719,3.61,0.141,0.481,1.646,4.225,15
"226",10.723,1,3.938,1.416,0.03151,0.63,1.071,0.017,0.507,0.899,17.86,13
"227",45.764,1,4.306,1.195,0.02666,0.491,3.203,0.1,1.643,0.859,18.226,10
"228",22.141,1,2.676,1.657,0.0105,0.202,4.847,0.422,1.439,1.183,19.745,18
"229",36.501,1,3.497,1.679,0.0267,0.388,3.784,0.305,0.642,1.369,10.755,8
"230",12.335,1,3.391,1.119,0.0113,0.547,5.253,0.291,0.386,0.832,23.421,20
"231",24.624,1,4.104,1.489,0.02007,0.31,1.12,0.172,0.193,1.412,12.678,6
"232",25.302,1,3.895,1.39,0.00091,0.415,1.835,0.068,0.369,1.637,15.039,13
"233",26.435,1,2.604,0.815,0.01795,0.226,5.071,0.267,0.426,1.42,23.671,9
"234",40.73,1,1.033,1.145,0.00017,0.65,2.613,0.261,1.585,0.977,1.837,7
"235",43.611,1,2.815,1.336,0.01928,0.359,4.475,0.362,0.248,1.015,7.742,9
"236",26.279,1,2.223,1.173,0.02794,0.445,2.246,0.336,0.429,1.279,5.956,7
"237",18.215,1,0.496,1.347,0.02113,0.495,5.177,0.053,0.51,1.207,17.996,7
"238",39.088,1,4.843,0.884,0.02227,0.707,4.81,0.175,0.831,1.092,11.641,9
"239",26.81,1,1.671,1.673,0.00635,0.895,3.712,0.359,1.627,1.068,19.856,6
"240",28.429,1,4.531,1.591,0.02604,0.236,3.931,0.302,1.358,1.202,9.691,15
"241",25.303,1,1.716,1.662,0.02153,0.35,2.664,0.006,0.19,1.35,17.215,7
"242",39.192,1,3.332,1.557,0.01673,0.419,2.964,0.018,0.332,1.108,3.02,6
"243",30.931,1,4.637,1.504,0.03287,0.675,2.646,0.361,1.628,1.436,7.832,8
"244",25.838,1,0.632,1.355,0.03262,0.391,5.869,0.17,1.437,1.061,10.227,11
"245",47.673,1,2.609,1.326,0.03453,0.694,1.727,0.361,0.868,1.178,21.359,9
"246",21.186,1,2.419,0.963,0.0349,0.478,5.938,0.116,0.793,1.581,18.62,15
"247",31.994,1,1.198,1.653,0.00115,0.82,2.684,0.086,1.679,1.092,5.691,11
"248",35.373,1,1.245,1.305,0.02599,0.706,4.345,0.088,1.508,0.96,18.502,5
"249",25.69,1,2.342,1.058,0.03099,0.399,3.621,0.411,0.98,1.343,21.323,13
"250",38.1,1,3.497,1.095,0.01042,0.89,4.694,0.166,1.11,1.061,18.318,6
"251",35.087,1,4.695,1.393,0.02582,0.409,5.836,0.284,0.41,1.081,15.781,6
"252",30.448,1,2.798,0.966,0.01217,0.838,5.159,0.433,0.687,1.529,4.121,8
"253",35.017,1,3.274,1.099,0.01777,0.488,2.353,0.189,1.589,1.005,7.93,17
"254",16.061,1,1.168,1.043,0.01372,0.354,1.232,0.151,0.141,1.662,7.153,17
"255",24.592,1,3.035,1.039,0.02865,0.416,4.395,0.496,0.813,1.121,16.042,10
"256",15.934,1,3.609,1.097,0.01665,0.212,4.13,0.425,1.272,1.186,12.813,17
"257",20.086,1,1.463,1.553,0.02311,0.412,3.437,0.015,1.35,1.452,8.505,13
"258",35.466,1,3.248,1.147,0.03321,0.537,3.393,0.245,0.826,1.162,19.974,16
"259",28.034,1,4.74,1.053,0.0126,0.793,4.313,0.18,0.461,1.01,8.208,18
"260",25.781,1,4.117,1.253,0.00182,0.535,4.468,0.09,0.957,1.512,22.305,5
"261",41.52,1,0.158,1.269,0.00658,0.874,5.083,0.434,0.21,1.126,17.387,5
"262",47.435,1,4.819,0.804,0.03141,0.348,4.144,0.157,0.177,1.18,12.679,17
"263",20.643,1,2.141,1.02,0.03001,0.744,2.087,0.407,0.249,0.904,2.365,11
"264",22.822,1,0.531,1.103,0.03048,0.235,4.37,0.101,1.684,1.38,22.948,12
"265",10.216,1,4.737,1.082,0.00307,0.24,4.547,0.4,0.645,1.196,4.685,19
"266",11.914,1,2.232,1.106,0.03237,0.276,5.797,0.119,0.201,1.598,8.692,12
"267",46.702,1,4.005,1.165,0.0173,0.809,5.828,0.266,0.77,0.979,17.42,12
"268",47.647,1,4.269,0.809,0.00967,0.427,5.543,0.351,0.271,1.685,4.297,15
"269",40.549,1,2.148,1.569,0.0029,0.361,1.674,0.113,1.688,1.465,12.703,19
"270",30.819,1,1.638,1.588,0.01283,0.733,2.779,0.269,0.4,1.294,20.742,9
"271",19.856,1,0.715,0.929,0.03111,0.738,2.103,0.419,0.188,1.651,17.102,18
"272",41.649,1,2.417,1.672,0.02785,0.225,5.011,0.287,1.433,1.171,11.476,5
"273",31.652,1,0.117,0.845,0.00504,0.329,2.592,0.359,1.553,1.366,20.773,7
"274",17.897,1,0.881,1.187,0.00242,0.835,2.619,0.299,1.053,1.631,22.222,10
"275",32.17,1,0.524,1.009,0.00338,0.224,3.13,0.118,1.66,1.127,12.996,12
"276",35.459,1,3.975,1.638,0.01749,0.502,4.443,0.382,1.015,1.022,4.213,12
"277",45.399,1,0.899,1.545,0.01694,0.595,3.608,0.31,0.255,0.827,20.934,11
"278",48.945,1,3.018,1.004,0.00516,0.276,3.787,0.041,1.388,1.575,3.024,16
"279",10.095,1,0.427,0.966,0.00294,0.461,2.184,0.002,0.55,1.244,5.795,13
"280",29.884,1,0.569,1.295,0.00861,0.748,5.714,0.436,0.754,1.545,23.893,15
"281",30.804,1,0.435,0.937,0.0229,0.873,2.376,0.227,0.909,1.59,10.938,12
"282",35.817,1,0.762,0.825,0.03294,0.78,2.825,0.043,0.434,0.825,14.172,16
"283",49.901,1,2.962,1.395,0.02818,0.524,2.6,0.168,1.331,1.457,20.455,17
"284",25.034,1,1.954,1.32,0.01718,0.233,2.11,0.292,0.905,0.882,1.376,19
"285",16.504,1,1.132,1.684,0.00104,0.367,5.761,0.493,0.159,1.074,19.278,16
"286",22.463,1,3.188,1.656,0.02862,0.348,2.2,0.024,0.381,0.817,1.392,14
"287",14.484,1,1.075,1.313,0.02891,0.525,5.66,0.202,0.547,1.477,11.944,14
"288",36.021,1,0.202,1.066,0.00935,0.202,2.167,0.396,0.598,1.325,23.745,20
