"","penteVitDiam","nbMaxPrim","vitEmissionPrim","angInitMoyVertPrim","intensiteTropisme","propDiamRamif","distRamif","coeffCroissRad","diamMax","angLat","maxLatAge","duree"
"37",46.64,38,0.43,0.892,0.01949,0.585,5.124,0,0.513,0.867,4.036,12
"38",35.57,13,1.058,1.099,0.03214,0.314,4.155,0,1.183,1.433,1.03,6
"39",22.481,12,3.458,1.043,0.01152,0.555,4.771,0,0.781,0.87,2.793,8
"40",32.791,63,4.216,1.147,0.00125,0.66,2.088,0,0.412,0.872,24.067,12
"41",36.189,58,4.039,1.17,0.02549,0.811,5.101,0,0.45,1.184,11.745,16
"42",45.153,45,1.122,1.095,0.00177,0.309,4.891,0,0.308,1.108,23.678,6
"43",31.76,61,4.713,0.934,0.01273,0.842,1.245,0,0.566,1.535,24.691,17
"44",34.167,48,4.322,1.196,0.03289,0.851,3.513,0,0.361,1.393,19.818,8
"45",13.153,46,4.767,0.868,0.03228,0.348,5.381,0,0.454,1.581,4.655,15
"46",20.082,47,4.341,0.842,0.01949,0.818,5.13,0,0.674,1.429,12.45,9
"47",43.001,12,4.106,0.937,0.00167,0.825,4.755,0,0.182,1.573,20.242,16
"48",49.029,41,4.996,0.803,0.00009,0.793,4.214,0,0.173,1.041,22.688,6
"49",38.198,61,2.999,1.008,0.00299,0.412,5.676,0,1.035,0.93,22.99,10
"50",38.889,50,1.373,1.541,0.03171,0.244,3.908,0,0.147,0.88,9.818,12
"51",16.85,26,0.531,1.629,0.01122,0.427,5.771,0,0.532,1.224,12.108,10
"52",10.061,68,4.562,1.031,0.00008,0.343,2.722,0,0.958,0.816,13.154,16
"53",43.654,19,1.426,1.206,0.00928,0.726,3.624,0,1.065,0.866,4.821,5
"54",48.779,23,3.314,1.577,0.02086,0.691,3.309,0,0.579,0.825,22.401,6
"55",33.704,66,0.252,1.119,0.02018,0.701,4.54,0,1.286,1.114,3.334,19
"56",27.967,29,1.413,1.025,0.00214,0.627,3.793,0,1.548,1.409,15.941,8
"57",22.414,59,2.871,1.355,0.01807,0.829,4.548,0,0.923,1.02,3.302,8
"58",31.274,17,4.83,1.577,0.02924,0.711,1.802,0,0.479,1.254,7.09,12
"59",23.425,20,1.598,1.023,0.01208,0.239,5.806,0,0.669,1.61,23.21,16
"60",43.832,57,0.536,1.292,0.01655,0.87,4.111,0,0.842,1.694,10.612,19
"61",29.166,53,4.99,1.338,0.01441,0.86,2.761,0,1.67,0.98,16.136,11
"62",41.661,37,3.849,1.194,0.0305,0.684,2.585,0,1.314,1.431,11.458,17
"63",40.381,37,0.215,1.209,0.00523,0.699,4.135,0,1.353,1.169,5.503,12
"64",18.424,60,0.601,1.649,0.02969,0.786,1.998,0,1.566,1.031,2.388,12
"65",45.514,44,1.667,1.613,0.03259,0.378,3.595,0,1.403,1.087,8.963,14
"66",20.45,29,4.45,1.311,0.00325,0.562,2.479,0,0.938,1.442,17.281,8
"67",12.483,70,4.791,1.197,0.03073,0.466,5.881,0,0.678,1.659,24.014,17
"68",10.543,17,1.37,1.389,0.03102,0.639,5.442,0,1.196,0.929,9.498,17
"69",24.153,12,1.461,0.982,0.03341,0.52,1.14,0,0.991,1.39,24.62,15
"70",26.965,41,3.472,1.683,0.01142,0.251,2.551,0,0.507,0.85,11.676,15
"71",29,24,0.921,0.967,0.00701,0.273,3.379,0,0.689,1.093,16.825,12
"72",30.162,50,2.089,0.828,0.00054,0.503,2.677,0,1.424,1.463,24.542,6
"73",34.898,50,1.923,1.517,0.01491,0.329,3.266,0,0.34,1.582,11.353,9
"74",30.206,64,2.378,1.367,0.00042,0.532,3.857,0,1.289,1.608,24.847,14
"75",12.35,51,3.545,1.29,0.02482,0.74,3.583,0,1.268,0.839,21.459,11
"76",45.43,61,3.962,1.053,0.02586,0.504,4.992,0,0.243,1.206,22.577,20
"77",30.708,29,2.637,0.829,0.00735,0.482,1.905,0,0.462,0.833,16.933,16
"78",14.387,48,2.576,1.644,0.01345,0.22,2.953,0,0.41,1.642,5.352,17
"79",38.294,58,0.524,1.647,0.00515,0.608,3.155,0,0.531,1.298,3.855,20
"80",48.954,44,3.426,0.992,0.01412,0.818,3.844,0,1.215,1.415,12.605,18
"81",31.033,70,1.857,1.407,0.02391,0.659,1.442,0,0.627,1.017,22.916,7
"82",33.867,24,2.02,0.977,0.00512,0.612,1.087,0,0.854,1.384,17.145,8
"83",16.707,47,2.848,1.541,0.02775,0.29,1.997,0,0.719,1.099,5.685,9
"84",44.264,64,4.378,1.009,0.01613,0.556,3.147,0,1.036,1.338,16.653,18
"85",44.649,33,0.269,0.934,0.0244,0.404,3.272,0,0.214,1.037,9.609,10
"86",12.164,46,0.669,1.426,0.02331,0.481,2.637,0,0.231,1.689,7.575,8
"87",13.396,16,4.139,1.128,0.03342,0.788,1.461,0,0.373,1.082,3.77,16
"88",16.087,19,0.347,1.118,0.02021,0.343,5.427,0,0.635,0.951,23.467,17
"89",35.2,47,0.292,0.808,0.02022,0.208,2.76,0,1.594,1.507,9.24,15
"90",26.05,63,4.882,1.62,0.01413,0.349,3.078,0,1.67,1.443,1.223,17
"91",36.195,28,3.795,1.682,0.00129,0.675,3.643,0,0.278,1.222,14.081,12
"92",26.784,24,0.624,1.66,0.02094,0.553,2.729,0,0.699,1.547,3.439,9
"93",20.752,27,4.75,1.007,0.0348,0.285,2.18,0,1.334,0.884,23.911,8
"94",35.883,19,1.954,1.579,0.01721,0.577,1.178,0,1.384,1.094,1.479,12
"95",41.402,64,2.124,0.816,0.00644,0.477,3.74,0,1.216,0.836,3.229,14
"96",12.625,58,3.809,1.142,0.02176,0.73,3.246,0,0.12,0.876,1.399,7
"97",17.154,35,1.629,1.563,0.0094,0.682,2.937,0,1.178,1.254,10.645,6
"98",30.666,17,2.699,0.898,0.00482,0.857,5.794,0,1.524,1.115,20.329,12
"99",20.901,36,2.71,1.027,0.00327,0.612,2.278,0,0.511,1.178,3.368,15
"100",20.515,45,0.256,0.818,0.00628,0.634,5.695,0,0.895,1.308,22.439,19
"101",15.799,44,2.404,0.82,0.03287,0.636,1.292,0,1.69,1.504,22.786,12
"102",30.012,44,4.94,1.453,0.02364,0.603,5.517,0,1.466,1.401,24.429,19
"103",42.038,29,2.396,1.164,0.01724,0.328,4.954,0,0.976,1.472,10.339,20
"104",48.25,47,3.434,1.49,0.02279,0.895,5.994,0,0.72,1.229,2.355,8
"105",27.199,49,3.245,0.947,0.01373,0.491,2.051,0,0.889,1.105,18.832,12
"106",19.628,59,1.462,1.634,0.00826,0.264,1.034,0,0.395,1.688,18.955,9
"107",22.986,68,3.994,1.655,0.02914,0.736,4.777,0,0.389,1.482,7.38,9
"108",23.715,23,1.862,0.971,0.00299,0.536,3.479,0,1.691,0.81,24.045,13
"109",12.817,42,4.636,1.077,0.00017,0.266,2.754,0,0.616,1.085,12.17,7
"110",19.036,66,1.356,1.447,0.03417,0.336,1.257,0,0.374,1.626,1.53,6
"111",28.278,31,2.656,1.19,0.02185,0.597,2.085,0,1.569,1.023,22.257,17
"112",13.221,45,3.244,1.054,0.01384,0.515,5.803,0,0.455,1.099,18.228,10
"113",36.258,57,4.635,1.464,0.00706,0.737,5.977,0,1.554,1.647,10.804,16
"114",26.584,49,2.081,1.548,0.01774,0.371,4.827,0,0.317,1.134,21.664,20
"115",18.357,35,2.784,1.247,0.03286,0.593,1.238,0,0.229,1.618,2.044,8
"116",28.006,45,2.539,1.314,0.01349,0.255,4.985,0,1.055,0.893,8.996,16
"117",46.378,29,2.433,1.388,0.00761,0.508,2.111,0,1.353,1.028,21.315,18
"118",34.973,53,3.224,1.662,0.03393,0.666,1.378,0,0.142,1.209,4.074,9
"119",43.165,35,2.335,1.119,0.02029,0.405,1.634,0,0.444,1.344,20.774,15
"120",19.072,16,1.565,1.655,0.00299,0.427,4.793,0,0.933,1.397,14.063,13
"121",43.372,55,0.342,0.86,0.03414,0.246,3.673,0,0.602,1.174,20.237,8
"122",38.219,31,2.666,1.115,0.02399,0.777,1.364,0,0.257,0.866,11.274,13
"123",27.009,43,2.846,1.286,0.03344,0.44,4.476,0,0.978,1.614,4.951,19
"124",33.224,21,3.921,1.362,0.02939,0.708,1.724,0,1.55,0.889,24.399,6
"125",40.755,52,1.083,1.585,0.0035,0.644,3.849,0,1.072,1.287,7.858,5
"126",17.674,34,2.823,1.189,0.02467,0.216,1.581,0,0.843,1.193,2.545,5
"127",28.175,46,2.876,1.479,0.00119,0.526,1.359,0,0.365,0.916,11.904,9
"128",17.56,11,3.988,1.232,0.02479,0.648,3,0,1.36,1.565,10.312,8
"129",21.299,20,0.271,1.221,0.01798,0.307,5.615,0,0.767,1.285,5.042,14
"130",48.725,38,4.471,1.281,0.01569,0.311,1.356,0,0.459,1.139,24.743,16
"131",37.332,12,2.557,1.001,0.01347,0.493,2.956,0,0.386,0.802,20.699,15
"132",12.8,64,4.489,1.325,0.00196,0.608,5.484,0,1.406,1.617,20.064,10
"133",38.932,53,0.549,0.923,0.00955,0.509,2.747,0,1.236,1.634,19.364,15
"134",31.641,12,2.92,1.231,0.0313,0.61,5.71,0,0.79,0.987,17.943,6
"135",28.466,52,2.331,1.4,0.00027,0.792,5.828,0,0.307,1.612,12.518,12
"136",42.734,62,0.292,1.412,0.00056,0.741,3.536,0,0.787,1.551,2.413,7
"137",28.277,56,4.836,1.3,0.01886,0.431,1.72,0,1.572,0.894,11.264,17
"138",27.712,21,2.403,1.45,0.01502,0.891,1.743,0,0.535,1.615,22.554,19
"139",23.099,67,1.991,1.279,0.03089,0.245,1.631,0,1.237,1.578,20.898,8
"140",34.671,23,4.727,1.489,0.02829,0.744,5.34,0,0.215,1.111,23.115,19
"141",29.806,34,1.877,1.659,0.00055,0.265,5.499,0,1.395,1.378,17.686,19
"142",23.788,28,2.47,0.906,0.0079,0.529,3.251,0,1.527,1.349,13.874,10
"143",12.637,20,4.206,1.618,0.02058,0.536,4.306,0,0.63,1.245,16.324,11
"144",46.177,23,4.085,1.534,0.00841,0.655,2.456,0,0.268,1.497,1.28,7
"145",23.667,44,3.782,0.9,0.02551,0.464,5.638,0,1.025,1.126,21.011,14
"146",46.73,52,4.122,1.103,0.02711,0.74,3.852,0,1.405,0.882,6.639,12
"147",13.778,30,2.532,1.164,0.00775,0.506,3.223,0,0.676,1.382,13.773,7
"148",35.086,14,4.944,1.214,0.03134,0.545,4.836,0,0.604,1.188,19.793,7
"149",32.224,47,3.571,1.685,0.02325,0.255,2.32,0,0.927,1.012,7.01,8
"150",22.047,33,4.583,1.083,0.01209,0.772,3.588,0,0.12,1.092,5.283,10
"151",36.736,11,3.925,1.354,0.02465,0.311,2.261,0,1.496,0.857,2.449,8
"152",16.805,25,2.915,1.655,0.0146,0.337,5.305,0,0.305,0.915,3.156,13
"153",25.984,37,4.325,1.233,0.01988,0.233,4.914,0,0.811,1.57,9.153,14
"154",42.376,34,1.726,1.089,0.01958,0.447,4.851,0,1.646,1.03,13.295,6
"155",21.865,67,1.449,0.807,0.03028,0.268,5.675,0,0.47,1.04,18.889,15
"156",32.269,20,0.43,1.083,0.00467,0.792,2.822,0,1.563,1.527,3.499,8
"157",44.787,10,3.465,1.405,0.01335,0.567,3.851,0,0.491,1.592,6.338,16
"158",34.573,52,1.74,0.833,0.01188,0.301,5.318,0,1.183,1.598,6.143,5
"159",35.699,68,1.203,1.67,0.01408,0.761,2.917,0,1.451,1.236,23.247,7
"160",19.081,49,1.679,1.326,0.01808,0.289,1.61,0,1.308,1.615,13.581,17
"161",32.363,30,1.869,1.245,0.02877,0.837,3.101,0,1.483,1.622,5.57,9
"162",16.337,56,4.095,1.487,0.01654,0.636,2.639,0,0.883,1.06,8.244,16
"163",10.646,70,2.062,1.084,0.01791,0.285,2.826,0,0.537,0.936,21.546,16
"164",29.545,38,4.022,1.374,0.01267,0.52,3.412,0,0.927,1.122,18.206,5
"165",28.416,48,1.589,1.362,0.02217,0.466,3,0,0.874,0.859,9.501,13
"166",25.603,67,3.508,1.208,0.00223,0.784,1.717,0,0.272,1.065,10.464,9
"167",29.847,48,3.601,1.415,0.02819,0.545,3.751,0,1.697,1.049,3.487,17
"168",39.232,58,2.754,0.998,0.02901,0.876,3.631,0,1.162,0.99,15.334,5
"169",42.053,64,3.922,1.053,0.00446,0.208,1.257,0,0.527,1.647,22.555,11
"170",25.944,36,3.533,1.475,0.02991,0.31,5.878,0,1.311,1.24,4.225,6
"171",34.303,17,4.619,1.517,0.0176,0.324,2.249,0,1.051,1.418,15.681,5
"172",19.364,28,2.773,1.485,0.03117,0.687,4.473,0,0.342,1.416,22.192,10
"173",38.828,56,1.256,1.239,0.01648,0.894,5.874,0,0.206,1.436,15.872,8
"174",48.344,22,4.302,1.166,0.01445,0.831,4.255,0,1.475,0.987,9.868,19
"175",15.931,46,4.357,1.605,0.01335,0.822,1.821,0,0.445,1.615,24.179,16
"176",20.054,30,4.006,1.494,0.00656,0.253,2.599,0,0.809,1.03,22.352,14
"177",23.592,26,4.341,1.532,0.028,0.807,5.354,0,0.69,1.397,19.117,6
"178",21.08,19,0.701,1.025,0.03246,0.768,4.465,0,1.206,1.649,24.598,12
"179",15.577,12,1.117,1.692,0.03335,0.523,5.942,0,0.251,1.071,18.506,13
"180",22.631,66,4.071,0.884,0.00521,0.795,3.752,0,1.356,1.276,24.474,17
"181",28.416,29,3.16,1.451,0.01999,0.484,3.016,0,0.459,1.032,13.377,11
"182",17.899,30,2.873,1.475,0.03376,0.675,4.171,0,1.068,0.928,6.56,10
"183",27.19,43,1.997,1.239,0.03143,0.546,4.806,0,0.333,0.866,19.725,6
"184",31.877,26,4.811,1.561,0.01144,0.444,2.36,0,0.204,1.674,20.313,18
"185",20.978,14,2.078,1.383,0.00727,0.769,2.666,0,0.595,1.544,13.789,9
"186",37.978,38,2.213,1.574,0.03427,0.839,2.241,0,0.545,1.4,13.417,10
"187",39.287,68,2.24,1.59,0.01049,0.651,4.775,0,0.433,1.241,19.863,15
"188",14.805,32,0.411,1.624,0.00131,0.721,5.158,0,0.993,0.925,9.713,12
"189",26.634,17,1.965,0.896,0.02622,0.789,3.211,0,0.443,0.97,5.262,15
"190",15.108,20,2.814,1.092,0.02163,0.453,3.276,0,1.544,1.14,15.885,13
"191",18.184,17,4.194,1.091,0.03022,0.838,1.376,0,1.625,1.108,8.606,15
"192",18.387,70,0.892,0.817,0.00561,0.309,1.041,0,0.377,0.807,24.439,10
"193",36.639,23,2.12,1.377,0.03051,0.702,2.583,0,0.524,1.313,8.691,7
"194",40.318,61,4.431,1.649,0.03256,0.583,4.1,0,0.56,1.236,7.092,9
"195",47.023,21,2.026,0.845,0.02626,0.563,5.582,0,0.513,1.553,20.651,19
"196",24.124,17,4.786,0.835,0.01996,0.819,4.705,0,0.948,1.245,15.999,8
"197",39.925,65,0.576,1.47,0.01565,0.777,4.048,0,0.531,1.363,18.86,10
"198",35.691,43,0.116,0.927,0.03449,0.881,1.845,0,0.438,1.393,5.58,15
"199",11.046,44,4.622,1.456,0.00389,0.858,1.029,0,1.662,1.512,11.889,15
"200",10.194,16,0.356,1.309,0.01467,0.7,1.863,0,0.696,0.896,10.214,12
"201",35.443,56,2.959,1.584,0.01896,0.376,3.519,0,1.686,1.082,11.524,10
"202",26.224,68,4.177,1.322,0.03094,0.46,2.967,0,0.454,1.413,19.447,7
"203",49.353,27,1.179,1.316,0.03134,0.601,4.882,0,1.41,1.428,13.55,13
"204",10.296,21,1.755,1.54,0.01901,0.31,4.91,0,1.579,1.386,14.13,7
"205",25.285,30,4.271,1.128,0.03053,0.476,3.836,0,1.069,0.966,15.916,14
"206",46.875,49,4.477,0.985,0.02084,0.374,1.899,0,0.582,1.696,23.692,9
"207",35.466,23,4.394,1.058,0.01496,0.848,4.855,0,1.428,0.851,16.104,7
"208",29.222,14,0.578,0.822,0.00296,0.72,5.942,0,1.452,0.808,12.297,20
"209",25.323,32,4.913,1.594,0.0098,0.766,3.401,0,0.523,1.134,1.001,6
"210",28.167,30,3.829,1.429,0.02819,0.212,4.565,0,1.636,0.844,17.661,7
"211",32.614,15,0.61,0.905,0.01591,0.856,2.072,0,1.361,1.45,12.667,5
"212",17.737,27,4.435,1.668,0.01862,0.514,3.214,0,0.535,0.86,5.083,12
"213",11.669,43,4.342,1.674,0.03136,0.323,1.358,0,0.834,1.114,14.774,20
"214",12.666,16,1.965,1.011,0.02269,0.806,5.904,0,0.843,1.501,21.734,7
"215",44.198,20,2.365,0.987,0.023,0.656,1.952,0,0.473,1.486,17.437,9
"216",29.251,70,2.825,1.568,0.03004,0.4,3.063,0,1.3,1.284,12.5,15
"217",13.202,36,0.417,1.24,0.01167,0.761,1.197,0,1.165,1.658,20.577,16
"218",17.999,17,3.125,1.443,0.03216,0.292,2.13,0,0.255,0.949,20.538,10
"219",29.345,70,3.731,1.188,0.02019,0.224,4.626,0,0.67,1.313,18.101,17
"220",21.991,69,1.578,1.322,0.0331,0.41,1.196,0,0.652,1.614,1.501,7
"221",13.402,65,4.267,1.034,0.00138,0.291,4.845,0,0.207,1.153,14.387,14
"222",33.695,26,1.338,1.355,0.00204,0.598,2.923,0,0.96,0.859,3.265,10
"223",37.433,31,4.961,1.225,0.03143,0.224,3.878,0,0.759,1.041,15.03,12
"224",18.553,28,2.906,1.566,0.03272,0.801,4.131,0,1.266,1.082,15.783,9
"225",10.839,65,0.966,1.145,0.02989,0.285,5.695,0,0.29,1.129,21.792,9
"226",25.398,24,0.205,1.51,0.02916,0.827,5.79,0,0.876,0.843,2.962,15
"227",27.841,58,1.229,1.07,0.00587,0.409,3.89,0,0.718,0.806,5.347,14
"228",22.37,16,3.725,1.016,0.00302,0.583,5.281,0,1.435,0.843,24.409,18
"229",44.295,59,4.791,1.63,0.00686,0.556,4.142,0,1.287,1.291,7.245,18
"230",43.678,36,0.683,1.324,0.02518,0.422,1.363,0,0.133,1.687,9.292,13
"231",25.143,46,2.802,1.193,0.02751,0.301,2.383,0,1.544,1.196,18.187,12
"232",18.458,57,4.059,0.903,0.01445,0.467,5.626,0,0.709,1.545,3.64,17
"233",21.448,22,0.374,0.874,0.01982,0.254,1.461,0,0.442,0.926,14.428,7
"234",42.847,50,3.208,1.568,0.01775,0.783,5.425,0,0.903,0.921,1.378,18
"235",25.006,33,4.292,1.115,0.00246,0.701,1.226,0,0.828,0.833,10.7,10
"236",31.762,34,4.091,0.897,0.02612,0.358,5.929,0,0.865,1.532,24.077,16
"237",36.796,42,1.551,1.63,0.02854,0.28,3.682,0,0.984,1.189,21.527,18
"238",21.54,13,4.78,1.509,0.02484,0.788,5.101,0,1.577,1.331,10.253,11
"239",10.133,69,1.33,1.205,0.03322,0.822,1.979,0,0.309,1.209,7.867,10
"240",42.009,52,1.96,1.315,0.00905,0.728,5.043,0,0.362,0.908,17.83,10
"241",25.862,11,2.861,1.668,0.00054,0.461,1.655,0,0.268,1.249,20.497,12
"242",26.589,68,1.006,1.362,0.00692,0.756,1.835,0,1.19,1.139,24.475,17
"243",40.206,67,1.689,1.47,0.03267,0.411,1.345,0,0.673,1.172,12.534,5
"244",25.979,14,2.252,1.379,0.01417,0.265,3.565,0,1.107,1.109,23.07,14
"245",20.276,61,0.243,1.688,0.03307,0.875,3.222,0,0.408,0.949,7.561,11
"246",18.393,17,3.914,1.468,0.00602,0.532,4.324,0,0.119,1.361,10.981,15
"247",31.559,31,3.143,1.166,0.03254,0.839,1.704,0,0.47,1.09,23.596,9
"248",30.336,16,1.816,1.607,0.01421,0.406,1.003,0,1.299,1.322,22.778,7
"249",38.341,24,1.684,1.299,0.03211,0.504,2.18,0,1.223,0.996,18.496,9
"250",37.257,43,3.393,1.607,0.00471,0.517,1.261,0,0.241,1.346,15.683,16
"251",46.979,22,0.387,1.544,0.00125,0.779,2.232,0,0.976,1.052,12.731,20
"252",34.779,37,2.8,1.471,0.02489,0.449,2.819,0,0.927,1.127,23.36,11
"253",48.281,26,3.619,1.222,0.00714,0.599,4.499,0,1.316,1.332,15.287,15
"254",49.398,46,1.454,1.03,0.01825,0.682,1.105,0,1.294,1.16,10.905,18
"255",12.484,53,2.013,0.858,0.01837,0.226,1.836,0,1.543,1.219,12.174,19
"256",26.17,27,0.643,1.334,0.01059,0.25,5.166,0,1.578,1.349,10.387,13
"257",30.779,38,4.359,0.841,0.01698,0.522,4.239,0,1.116,1.699,15.416,18
"258",29.533,14,4.997,0.894,0.01245,0.49,5.669,0,1.612,1.394,19.864,15
"259",15.022,40,2.809,1.231,0.0256,0.53,5.332,0,0.236,0.883,18.423,15
"260",14.593,51,2.564,1.505,0.02289,0.627,2.829,0,0.156,1.433,4.787,6
"261",13.795,56,3.279,0.992,0.00351,0.52,4.586,0,1.277,1.556,5.938,12
"262",48.311,62,0.881,1.521,0.01344,0.601,5.604,0,0.181,1.108,18.14,16
"263",38.935,55,3.178,1.598,0.00298,0.672,5.254,0,1.501,1.182,22.583,16
"264",39.067,43,2.011,1.183,0.0218,0.843,5.327,0,0.949,1.48,3.944,18
"265",36.467,24,2.993,1.434,0.02214,0.415,1.845,0,1.313,1.492,6.96,14
"266",49.416,63,4.654,1.174,0.02996,0.73,1.348,0,1.397,1.64,17.803,8
"267",17.917,46,3.962,1.284,0.0293,0.248,3.903,0,1.192,1.22,3.936,9
"268",14.497,31,3.578,1.036,0.01697,0.581,4.143,0,1.419,1.592,11.165,13
"269",26.664,39,3.044,0.963,0.02597,0.399,5.091,0,0.527,1.542,11.147,7
"270",14.351,59,1.553,1.674,0.01501,0.343,1.152,0,0.616,1.204,3.522,13
"271",24.237,32,1.875,1.038,0.00762,0.493,2.42,0,0.952,1.271,19.328,7
"272",36.403,28,3.652,1.577,0.00311,0.8,3.691,0,1.336,1.343,8.321,16
"273",10.706,60,4.437,0.847,0.0113,0.73,1.516,0,0.534,0.886,21.236,11
"274",47.081,10,0.652,0.85,0.00271,0.352,2.349,0,0.27,1.278,23.126,10
"275",48.312,49,1.135,1.279,0.00142,0.677,3.043,0,1.276,1.66,11.251,11
"276",22.835,38,4.185,1.349,0.02716,0.382,4.136,0,1.038,0.926,13.325,11
"277",26.045,70,4.813,1.205,0.01107,0.206,2.755,0,1.606,1.367,11.49,9
"278",17.961,65,1.775,0.947,0.03263,0.548,2.5,0,1.081,0.911,8.002,12
"279",25.202,37,2.841,1.297,0.01764,0.609,5.666,0,0.717,1.563,6.08,10
"280",44.454,62,2.32,1.122,0.02018,0.716,5.396,0,0.13,1.527,8.753,11
"281",23.639,26,1.356,0.879,0.03,0.647,5.251,0,1.306,1.667,1.739,10
"282",14.284,43,0.323,1.373,0.00676,0.59,4.352,0,0.573,0.895,18.2,18
"283",32.847,38,2.967,1.155,0.01374,0.791,3.627,0,1.216,1.416,17.787,6
"284",19.109,22,2.261,1.699,0.0281,0.423,2.564,0,1.485,0.921,21.005,5
"285",34.923,50,3.137,0.805,0.00305,0.375,4.561,0,1.286,1.455,13.003,19
"286",48.462,65,1.649,0.864,0.03422,0.486,5.724,0,1.258,1.332,6.517,10
"287",12.818,29,3.53,1.049,0.02887,0.835,3.017,0,0.668,1.654,12.705,20
"288",40.165,24,0.486,1.089,0.00365,0.638,1.479,0,0.557,1.626,14.795,10
"289",18.773,17,1.366,1.44,0.02017,0.508,5.708,0,1.195,1.026,13.426,17
"290",34.389,12,4.925,1.145,0.02341,0.744,1.856,0,1.001,1.074,19.531,17
"291",22.691,23,3.598,1.507,0.02023,0.201,5.877,0,0.758,1.379,24.697,13
"292",35.39,36,3.473,1.014,0.00809,0.231,5.842,0,1.078,1.132,13.064,6
"293",41.238,40,1.162,1.604,0.02364,0.413,3.426,0,1.682,0.916,10.158,15
"294",39.675,26,3.468,1.536,0.00627,0.584,5.052,0,0.575,1.028,21.582,15
"295",18.831,32,1.581,0.903,0.01055,0.746,5.509,0,1.498,1.256,23.535,11
"296",42.553,16,4.169,1.594,0.02736,0.778,5.791,0,1.131,1.676,13.715,10
"297",36.437,64,0.353,0.974,0.01115,0.698,1.963,0,1.017,1.089,18.774,12
"298",41.782,60,2.802,1.037,0.00705,0.347,2.666,0,1.528,1.612,11.75,11
"299",31.747,68,4.919,1.51,0.02948,0.352,1.879,0,1.06,1.023,10.045,20
"300",36.832,45,0.125,1.486,0.02152,0.281,4.728,0,0.986,1.529,6.532,11
