"","penteVitDiam","nbMaxPrim","vitEmissionPrim","angInitMoyVertPrim","intensiteTropisme","propDiamRamif","distRamif","coeffCroissRad","diamMax","angLat","maxLatAge","duree"
"82",13.92,1,3.273,1.518,0.01185,0.238,1.942,0.259,1.053,0.997,4.451,10
"83",34.686,1,4.908,1.028,0.01876,0.494,4.999,0.338,0.59,0.867,18.662,11
"84",20.122,1,0.309,1.6,0.00454,0.267,2.756,0.477,1.029,1.412,9.339,20
"85",33.914,1,4.375,1.099,0.02262,0.599,4.472,0.187,0.68,1.213,17.43,18
"86",13.551,1,1.657,1.481,0.01789,0.481,5.808,0.276,0.266,1.687,2.988,7
"87",32.584,1,0.897,1.283,0.01787,0.635,2.775,0.186,0.934,0.89,5.992,8
"88",16.365,1,0.714,1.429,0.02014,0.725,3.077,0.445,0.146,1.658,19.178,8
"89",29.588,1,3.793,1.463,0.0208,0.243,1.569,0.265,0.143,1.525,10.384,10
"90",32.478,1,4.077,1.023,0.03185,0.349,4.33,0.355,0.485,0.888,2.108,18
"91",39.413,1,3.566,0.933,0.02965,0.608,5.948,0.435,0.794,0.963,10.34,8
"92",15.81,1,4.574,1.197,0.00441,0.616,5.301,0.355,0.53,0.936,18.077,16
"93",21.909,1,4.722,1.558,0.0312,0.558,1.581,0.092,0.447,1.485,1.092,19
"94",25.052,1,1.46,1.45,0.02092,0.407,3.309,0.172,1.052,0.827,11.329,15
"95",40.443,1,4.564,1.638,0.01147,0.543,2.752,0.089,1.231,1.693,9.343,11
"96",45.2,1,0.578,1.36,0.03211,0.364,3.39,0.175,0.972,1.549,13.016,7
"97",30.151,1,0.778,1.424,0.01484,0.328,2.821,0.206,1.63,0.884,9.831,9
"98",43.754,1,3.028,1.134,0.0243,0.551,4.301,0.111,0.109,1.42,22.269,15
"99",36.581,1,0.555,1.561,0.00953,0.616,5.963,0.087,0.226,1.146,8.006,13
"100",40.021,1,2.465,1.075,0.02485,0.896,1.621,0.329,1.673,0.988,5.51,11
"101",12.753,1,2.32,1.56,0.02278,0.343,1.03,0.092,0.468,1.001,19.63,15
"102",28.825,1,1.506,1.085,0.00538,0.789,4.036,0.37,0.894,1.021,12.191,10
"103",37.904,1,1.202,1.333,0.0266,0.289,3.234,0.3,1.093,0.851,3.203,17
"104",49.94,1,3.452,1.454,0.01255,0.595,4.948,0.123,0.261,1.566,21.955,19
"105",15.239,1,3.851,1.149,0.01893,0.284,3.738,0.41,0.361,0.913,7.9,9
"106",42.482,1,3.549,1.157,0.02627,0.559,3.911,0.43,1.008,1.326,11.399,17
"107",37.369,1,1.832,1.686,0.00395,0.635,4.588,0.145,1.017,1.384,17.289,7
"108",11.151,1,4.537,1.461,0.03028,0.394,5.595,0.04,0.309,1.686,23.295,13
"109",33.789,1,3.516,1.635,0.00272,0.519,1.776,0.291,0.708,1.023,6.62,6
"110",33.317,1,4.458,1.432,0.00452,0.721,3.425,0,1.208,1.397,20.355,12
"111",26.166,1,2.751,1,0.02328,0.7,1.92,0.284,0.115,1.048,15.395,6
"112",27.201,1,4.514,1.656,0.01856,0.88,3.496,0.261,0.679,1.281,2.87,20
"113",14.984,1,4.389,1.086,0.01127,0.326,3.311,0.409,1.686,0.863,17.067,14
"114",23.095,1,1.778,1.273,0.03249,0.598,2.892,0.336,0.225,1.209,3.173,16
"115",24.86,1,0.666,0.872,0.00192,0.258,2.178,0.1,1.676,1.307,20.298,19
"116",29.424,1,4.883,0.947,0.0198,0.635,3.661,0.458,0.481,1.52,12.998,19
"117",49.717,1,0.32,1.388,0.02938,0.203,3.758,0.179,0.881,0.863,22.127,5
"118",37.725,1,4.758,1.288,0.02984,0.232,2.339,0.243,0.349,1.247,5.352,7
"119",41.632,1,4.005,1.436,0.00252,0.834,5.026,0.173,0.865,1.078,5.496,14
"120",12.76,1,1.058,1.432,0.0192,0.624,5.82,0.397,1.471,0.919,23.057,17
"121",40.202,1,4.395,1.586,0.01839,0.576,1.309,0.133,1.016,1.481,22.247,17
"122",12.222,1,1.886,1.667,0.02502,0.225,2.799,0.469,0.386,1.33,23.394,14
"123",24.182,1,2.311,0.977,0.02481,0.353,2.52,0.116,1.022,1.044,2.05,18
"124",47.41,1,3.441,1.606,0.02833,0.583,5.959,0.17,0.664,0.891,7.202,19
"125",16.176,1,3.037,1.501,0.01575,0.621,5.772,0.033,1.6,1.112,22.808,6
"126",43.569,1,4.579,1.676,0.02522,0.862,3.802,0.033,0.893,1.605,9.97,15
"127",47.468,1,4.154,1.666,0.01013,0.78,1.12,0.132,1.504,1.166,20.5,6
"128",18.267,1,2.243,1.219,0.00551,0.356,3.142,0.34,1.27,1.633,17.635,17
"129",29.058,1,3.707,1.688,0.03477,0.848,2.643,0.339,0.107,0.83,16.292,19
"130",41.139,1,2.531,1.068,0.03453,0.834,3.549,0.353,1.472,1.009,8.706,7
"131",23.092,1,0.298,1.102,0.00562,0.619,5.057,0.086,0.358,1.367,21.08,7
"132",20.83,1,0.577,1.578,0.00178,0.287,1.907,0.105,0.835,1.256,11.95,19
"133",35.596,1,0.274,1.481,0.02748,0.346,4.857,0.261,1.307,1.034,24.347,8
"134",17.763,1,4.364,1.023,0.00002,0.747,3.349,0.426,0.783,1.125,12.265,7
"135",47.479,1,2.718,1.578,0.00451,0.371,2.275,0.379,1.35,1.092,13.612,9
"136",48.829,1,3.04,0.836,0.00893,0.284,4.183,0.15,0.426,1.51,24.892,13
"137",47.429,1,3.088,1.3,0.02048,0.459,5.719,0.197,1.565,1.458,10.479,8
"138",39.095,1,0.693,1.53,0.03338,0.639,2.29,0.431,0.864,1.081,13.417,11
"139",41.284,1,3.615,1.371,0.03432,0.746,1.448,0.39,0.241,1.078,17.668,19
"140",19.886,1,0.981,0.877,0.0181,0.772,5.715,0.342,1.534,1.432,6.544,15
"141",46.813,1,0.617,1.159,0.02404,0.863,3.61,0.128,1.368,0.855,23.994,12
"142",39.914,1,4.541,1.572,0.03412,0.224,5.808,0.438,1.261,1.512,23.06,19
"143",27.982,1,3.143,1.419,0.03002,0.285,1.56,0.126,0.247,0.947,12.472,18
"144",25.218,1,2.145,0.801,0.00642,0.508,1.809,0.477,0.589,1.562,5.958,20
"145",22.813,1,2.995,1.224,0.01585,0.344,3.006,0.107,1.053,1.156,19.513,10
"146",29.396,1,4.324,1.01,0.03348,0.582,5.329,0.202,0.155,1.468,19.035,7
"147",42.041,1,1.037,1.527,0.0175,0.283,3.556,0.109,0.244,1.501,7.351,12
"148",31.358,1,4.877,1.434,0.02962,0.711,1.157,0.386,1.014,1.681,15.863,8
"149",34.419,1,4.373,1.599,0.01067,0.512,1.409,0.283,1.397,1.574,14.954,8
"150",46.029,1,4.618,1.191,0.03046,0.476,5.915,0.192,1.29,1.435,13.113,19
"151",49.597,1,2.906,1.046,0.0002,0.763,3.86,0.015,0.552,0.952,19.466,11
"152",31.48,1,3.588,0.87,0.00057,0.213,5.47,0.25,0.203,1.107,8.945,10
"153",32.716,1,2.538,1.638,0.03313,0.262,2.487,0.102,1.099,1.446,3.911,12
"154",24.96,1,4.867,1.287,0.00904,0.658,4.122,0.157,0.977,1.595,3.835,12
"155",29.296,1,3.854,0.82,0.00686,0.771,4.987,0.104,0.734,0.811,11.712,14
"156",27.894,1,1.372,1.498,0.02932,0.539,5.851,0.44,0.2,1.203,1.833,20
"157",13.571,1,4.027,1.294,0.03427,0.315,4.946,0.401,0.399,0.985,22.972,15
"158",47.564,1,0.177,0.805,0.02885,0.696,5.797,0.062,1.31,1.555,7.709,20
"159",48.76,1,4.149,1.351,0.01364,0.471,2.216,0.219,1.305,1.647,3.232,10
"160",17.108,1,2.819,0.825,0.02986,0.518,3.374,0.371,0.506,0.893,19.265,13
"161",34.845,1,3.1,1.625,0.01744,0.216,1.948,0.328,1.125,1.08,13.685,12
"162",42.369,1,3.215,1.219,0.02011,0.464,4.179,0.066,0.325,0.863,15.795,13
"163",29.341,1,4.205,0.925,0.00896,0.769,4.096,0.192,0.208,1.641,19.412,8
"164",17.933,1,1.134,1.653,0.02217,0.806,3.242,0.397,0.27,1.425,21.447,8
"165",42.6,1,0.909,0.842,0.00096,0.249,3.012,0.141,1.628,0.92,24.397,9
"166",42.361,1,2.508,1.24,0.00648,0.444,3.434,0.048,1.6,1.568,3.347,16
"167",49.551,1,3.686,0.873,0.02984,0.811,5.673,0.116,0.345,1.143,7.232,13
"168",23.848,1,3.658,1.469,0.01458,0.416,2.711,0.4,1.357,1.523,5.57,5
"169",17.884,1,1.259,0.978,0.01737,0.512,1.553,0.048,0.752,1.369,17.204,7
"170",23.959,1,0.966,0.936,0.0173,0.674,5.561,0.263,0.168,1.162,20.002,11
"171",17.011,1,4.243,0.926,0.01389,0.48,1.579,0.214,0.563,0.925,24.18,13
"172",42.907,1,4.543,1.022,0.00406,0.786,5.913,0.1,1.264,1.487,18.235,6
"173",44.224,1,1.949,1.13,0.00182,0.841,4.047,0.173,1.201,1.106,15.574,17
"174",48.581,1,4.118,1.67,0.00759,0.22,1.368,0.119,0.425,1.395,22.079,14
"175",46.598,1,1.216,1.083,0.01453,0.846,2.912,0.381,1.257,1.471,23.586,6
"176",20.147,1,4.652,1.276,0.03106,0.797,3.399,0.44,0.996,1.573,10.473,10
"177",11.913,1,4.231,1.073,0.00832,0.415,4.284,0.361,0.52,1.055,12.276,18
"178",32.68,1,0.461,1.216,0.0062,0.65,1.765,0.392,1.182,1.334,12.714,10
"179",37.487,1,2.804,0.932,0.01156,0.586,3.261,0.101,0.396,1.217,11.26,5
"180",43.683,1,4.758,1.206,0.02968,0.863,5.759,0.1,1.083,1.021,23.877,16
"181",17.73,1,3.976,1.438,0.02188,0.287,3.852,0.38,1.454,1.465,2.222,5
"182",40.078,1,1.291,1.649,0.02362,0.344,4.611,0.166,1.682,1.137,3.818,10
"183",46.378,1,2.805,1.223,0.01082,0.23,1.203,0.236,1.512,0.816,14.35,17
"184",19.676,1,2.555,1.409,0.01223,0.389,3.209,0.16,0.175,1.443,5.533,10
"185",33.825,1,2.939,0.892,0.00434,0.203,1.444,0.336,1.006,1.583,11.72,11
"186",44.702,1,4.623,1.425,0.02237,0.79,1.738,0.181,0.597,0.961,1.029,16
"187",46.001,1,3.983,1.221,0.01475,0.73,2.02,0.043,0.204,1.536,11.284,9
"188",43.794,1,2.215,1.255,0.03285,0.428,4.443,0.099,0.486,1.238,19.222,14
"189",21.856,1,0.572,1.031,0.013,0.886,2.08,0.255,0.645,1.608,12.935,18
"190",40.632,1,4.989,1.373,0.01568,0.33,3.385,0.076,1.008,1.213,6.049,11
"191",15.287,1,4.448,1.682,0.00683,0.677,2.076,0.48,0.366,0.888,9.286,7
"192",23.273,1,3.345,1.346,0.01552,0.632,3.745,0.262,0.606,1.658,7.21,18
"193",29.934,1,2.602,1.325,0.02467,0.687,3.732,0.344,0.992,1.578,16.141,17
"194",24.514,1,3.863,1.189,0.02753,0.28,1.215,0.219,0.856,1.685,16.237,14
"195",24.361,1,1.882,1.449,0.00047,0.834,4.376,0.058,0.677,1.177,8.185,9
"196",47.302,1,2.465,0.816,0.02785,0.552,1.967,0.179,0.691,1.324,24.628,5
"197",12.87,1,0.707,1.213,0.0113,0.665,2.29,0.255,1.07,1.13,14.099,19
"198",29.652,1,3.351,1.678,0.0076,0.399,3.047,0.102,0.671,1.576,5.5,8
"199",12.725,1,1.067,1.327,0.02659,0.772,4.677,0.1,1.335,0.809,19.589,8
"200",13.91,1,4.601,1.312,0.00424,0.804,4.791,0.277,0.852,1.239,1.081,16
"201",24.907,1,0.306,0.951,0.01572,0.294,4.956,0.047,0.961,1.344,2.789,11
"202",29.359,1,4.828,1.351,0.01879,0.474,2.43,0.299,0.296,1.091,15.629,10
"203",30.312,1,0.495,1.26,0.01943,0.248,1.642,0.267,1.669,1.149,19.685,8
"204",27.047,1,2.021,0.902,0.00964,0.261,1.278,0.325,1.297,1.622,8.113,7
"205",15.466,1,4.34,1.685,0.00758,0.607,5.276,0.496,1.335,1.648,11.568,7
"206",39.139,1,2.96,1.509,0.00336,0.651,4.446,0.448,1.656,1.514,16.689,5
"207",38.515,1,3.125,0.836,0.00148,0.727,5.322,0.352,1.163,0.862,9.817,10
"208",22.681,1,1.537,1.219,0.01706,0.498,3.204,0.132,0.542,0.926,14.821,17
"209",46.564,1,1.711,1.5,0.00977,0.566,5.445,0.25,0.715,1.337,7.357,15
"210",13.067,1,2.554,0.937,0.01652,0.671,4.997,0.414,0.57,1.165,20.065,13
"211",35.082,1,3.441,1.225,0.0244,0.518,1.203,0.035,0.208,1.553,17.979,16
"212",20.299,1,1.688,1.156,0.02941,0.379,2.556,0.286,1.427,1.654,13.823,9
"213",31.295,1,2.325,1.096,0.02116,0.602,2.42,0.07,1.062,0.879,12.957,10
"214",13.109,1,3.298,1.318,0.0346,0.733,5.516,0.296,1.593,1.3,7.465,18
"215",14.745,1,1.5,1.064,0.03472,0.617,1.412,0.007,0.324,0.887,19.348,7
"216",48.278,1,3.925,1.594,0.0145,0.474,5.029,0.379,0.183,1.404,2.812,12
"217",28.017,1,3.616,0.935,0.03012,0.543,4.138,0.077,0.352,1.554,4.705,15
"218",10.408,1,3.011,1.127,0.02369,0.732,3.381,0.048,0.904,0.937,14.716,16
"219",17.364,1,2.773,0.811,0.0047,0.551,5.734,0.178,0.792,1.294,10.611,8
"220",41.746,1,1.296,1.209,0.03036,0.349,5.574,0.052,1.689,1.025,2.326,10
"221",25.73,1,1.9,1.383,0.03433,0.84,1.314,0.043,0.32,0.955,5.357,19
"222",25.326,1,4.644,1.147,0.01877,0.264,2.325,0.031,1.017,1.525,15.76,10
"223",47.196,1,2.174,1.448,0.01036,0.67,2.387,0.301,1.011,1.264,20.399,13
"224",15.691,1,2.24,1.286,0.02663,0.848,5.053,0.5,0.547,0.877,15.474,9
"225",23.548,1,1.603,1.522,0.01078,0.879,2.237,0.015,1.371,0.835,18.403,15
"226",39.113,1,3.749,1.626,0.02504,0.857,5.609,0.118,1.336,1.464,20.943,16
"227",43.456,1,3.23,1.043,0.02999,0.701,1.251,0.165,1.047,1.357,4.862,15
"228",12.524,1,2.808,1.587,0.02938,0.378,2.637,0.25,0.818,1.386,5.598,13
"229",26.11,1,2.605,0.804,0.02368,0.419,4.175,0.461,1.107,0.921,22.813,11
"230",44.283,1,1.606,1.7,0.00731,0.48,3.625,0.006,0.921,1.049,4.539,18
"231",43.131,1,0.102,1.517,0.00489,0.747,5.816,0.251,1.289,1.034,24.432,18
"232",23.107,1,4.862,1.029,0.00708,0.72,5.502,0.266,1.079,0.811,10.384,16
"233",46.421,1,3.889,1.505,0.0079,0.396,3.89,0.326,1.645,1.448,1.331,5
"234",27.006,1,0.303,0.974,0.01924,0.209,1.652,0.115,0.448,1.299,3.265,19
"235",32.926,1,2.355,0.889,0.01938,0.776,2.46,0.399,1.037,1.354,6.467,11
"236",48.913,1,3.978,0.857,0.02912,0.337,5.14,0.199,0.159,1.466,4.165,18
"237",16.992,1,2.731,1.085,0.01106,0.791,4.589,0.27,0.857,1.246,22.739,6
"238",39.077,1,2.481,1.053,0.01514,0.381,5.896,0.188,0.943,1.473,2.885,20
"239",10.579,1,0.378,0.988,0.00357,0.699,2.399,0.204,1.689,1.022,22.053,20
"240",44.742,1,4.547,1.272,0.02061,0.624,5.175,0.193,1.278,1.674,18.779,8
"241",17.97,1,2.22,1.177,0.00194,0.768,2.314,0.321,0.266,0.996,9.675,11
"242",27.069,1,2.784,0.932,0.0048,0.263,4.184,0.085,1.286,1.678,17.049,18
"243",40.935,1,4.328,1.061,0.01741,0.27,4.864,0.117,1.256,1.147,18.856,12
"244",21.284,1,2.447,1.501,0.03063,0.74,4.839,0.41,1.46,0.986,23.411,17
"245",46.683,1,2.515,0.987,0.01313,0.743,5.151,0.12,1.293,1.139,24.354,7
"246",21.188,1,3.415,0.915,0.01605,0.518,4.592,0.393,1.568,1.541,17.7,20
"247",17.128,1,0.413,0.826,0.02459,0.509,4.624,0.117,0.122,1.056,23.202,10
"248",17.11,1,3.583,1.643,0.01366,0.768,3.998,0.418,1.172,1.447,20.342,12
"249",24.171,1,2.718,1.392,0.02293,0.364,2.846,0.418,0.208,1.068,7.147,14
"250",47.036,1,2.941,1.359,0.02125,0.597,4.145,0.215,1.157,1.366,18.051,15
"251",30.873,1,4.817,0.81,0.00584,0.583,3.808,0.291,1.106,1.579,19.512,20
"252",36.924,1,4.439,1.613,0.03378,0.439,4.224,0.321,0.315,1.017,12.516,11
"253",27.141,1,2.523,1.142,0.01595,0.455,2.642,0.056,0.976,1.605,23.302,19
"254",41.31,1,4.885,1.072,0.03412,0.415,4.432,0.267,0.572,1.588,21.378,16
"255",37.347,1,0.451,0.929,0.03332,0.71,2.325,0.208,1.416,1.166,10.714,18
"256",27.118,1,3.959,1.315,0.02736,0.396,4.51,0.114,0.528,1.128,23.32,14
"257",35.691,1,0.426,1.511,0.01615,0.734,5.715,0.285,0.679,1.549,21.779,15
"258",29.081,1,4.085,1.351,0.01604,0.418,1.362,0.254,0.991,0.875,12.98,7
"259",13.58,1,3.398,1.164,0.02517,0.37,5.444,0.15,0.328,1.266,21.667,16
"260",37.102,1,3.754,0.859,0.03328,0.372,1.346,0.008,0.378,1.247,2.062,15
"261",37.292,1,0.41,1.363,0.02005,0.54,1.707,0.247,1.018,1.567,12.892,16
"262",39.692,1,0.228,0.843,0.01896,0.397,5.24,0.125,0.879,1.548,15.341,7
"263",38.462,1,3.045,1.522,0.00507,0.415,4.758,0.031,0.833,1.063,19.891,18
"264",20.945,1,1.366,0.994,0.00877,0.755,5.498,0.222,1.394,1.587,17.804,5
"265",18.252,1,0.849,0.865,0.00959,0.265,3.288,0.381,0.267,1.684,8.405,11
"266",20.411,1,3.857,1.269,0.01186,0.728,4.365,0.379,0.645,1.194,21.222,19
"267",21.519,1,2.936,1.031,0.00907,0.57,3.426,0.445,0.766,1.152,16.915,8
"268",41.346,1,2.673,0.864,0.01574,0.677,5.837,0.073,1.397,0.999,6.512,13
"269",13.399,1,2.349,1.334,0.00916,0.725,5.005,0.078,0.274,0.831,11.004,20
"270",32.986,1,2.911,1.629,0.03208,0.449,5.721,0.444,1.13,1.43,6.189,8
"271",46.397,1,2.101,1.669,0.02147,0.876,1.017,0.481,1.065,0.888,11.198,6
"272",48.914,1,0.295,0.848,0.00202,0.623,1.403,0.246,0.962,1.552,19.867,10
"273",48.896,1,4.887,1.229,0.00302,0.554,3.687,0.076,0.826,0.892,23.343,7
"274",21.487,1,3.108,0.936,0.00468,0.26,5.21,0.192,0.526,1.072,22.992,5
"275",17.291,1,0.583,1.307,0.02663,0.434,4.565,0.061,1.414,1.066,23.55,19
"276",19.352,1,0.997,1.005,0.03261,0.293,5.104,0.407,1.308,1.196,5.904,18
"277",31.785,1,0.752,0.916,0.02276,0.625,5.253,0.035,1.443,1.449,6.996,17
"278",39.145,1,1.927,1.04,0.01248,0.864,4.921,0.108,1.413,1.261,24.868,12
"279",30.08,1,4.676,0.941,0.03488,0.581,2.142,0.387,1.524,1.538,20.091,9
"280",22.355,1,1.358,1.575,0.01578,0.259,2.476,0.196,0.63,1.197,15.137,16
"281",31.015,1,4.489,1.2,0.02099,0.56,1.719,0.124,0.513,1.44,2.323,13
"282",27.568,1,2.3,1.313,0.01324,0.606,3.951,0.45,0.126,0.926,24.839,15
"283",12.469,1,3.481,1.587,0.01543,0.353,2.181,0.179,0.573,1.578,3.481,7
"284",35.89,1,3.757,1.543,0.02875,0.81,1.145,0.301,0.192,1.389,5.051,11
"285",32.773,1,3.224,0.995,0.01885,0.818,4.836,0.489,1.065,0.822,15.672,7
"286",12.007,1,0.665,1.001,0.02961,0.755,2.231,0.266,1.211,1.377,21.135,11
"287",36.818,1,1.229,1.544,0.03297,0.292,5.737,0.38,0.365,1.635,5.046,8
