"","penteVitDiam","nbMaxPrim","vitEmissionPrim","angInitMoyVertPrim","intensiteTropisme","propDiamRamif","distRamif","coeffCroissRad","diamMax","angLat","maxLatAge","duree"
"106",13.964,63,0.487,1.202,0.0312,0.864,4.021,0,0.421,0.848,6.133,15
"107",15.736,44,4.525,1.519,0.03016,0.708,4.024,0,1.606,1.488,21.643,9
"108",21.841,60,0.302,1.369,0.00428,0.418,4.179,0,1.34,0.903,19.945,13
"109",29.937,31,4.397,1.008,0.033,0.681,5.987,0,0.614,0.807,21.005,19
"110",49.829,17,4.398,1.447,0.00305,0.672,4.202,0,1.326,1.124,7.367,6
"111",30.14,66,0.83,0.987,0.01928,0.631,5.064,0,1.642,1.411,24.001,19
"112",41.627,68,0.758,0.807,0.02527,0.66,4.095,0,0.797,1.323,9.726,17
"113",14.329,47,4.516,1.233,0.01001,0.332,1.701,0,1.228,1.281,4.682,10
"114",47.424,19,1.887,1.031,0.01512,0.811,5.611,0,0.777,1.687,9.101,20
"115",23.722,18,1.279,1.075,0.00752,0.235,4.643,0,0.622,1.104,1.408,7
"116",28.734,10,1.459,0.821,0.00984,0.611,1.976,0,1.658,1.07,4.537,9
"117",28.496,47,3.833,1.151,0.0273,0.467,3.457,0,1.693,1.239,5.219,16
"118",38.486,51,1.878,1.651,0.03396,0.388,3.631,0,1.199,1.018,21.303,19
"119",26.961,38,2.573,1.001,0.02054,0.671,4.548,0,0.258,1.272,5.077,11
"120",22.993,65,1.349,1.695,0.00637,0.253,1.36,0,0.743,0.888,17.46,14
"121",44.919,41,4.744,0.886,0.01196,0.455,4.867,0,1.336,0.91,21.993,6
"122",14.038,44,3.14,1.257,0.01456,0.502,3.29,0,0.251,1.229,24.077,14
"123",12.054,46,0.295,0.904,0.03081,0.745,4.354,0,0.274,0.822,17.495,11
"124",30.428,39,0.714,1.346,0.00285,0.718,1.873,0,1.674,1.661,3.188,10
"125",16.677,41,0.99,1.495,0.02219,0.464,4.762,0,1.271,1.571,8.058,20
"126",19.951,13,2.878,0.81,0.02327,0.746,4.762,0,0.304,1.238,2.646,5
"127",28.251,50,3.286,1.07,0.03354,0.681,1.652,0,1.436,1.52,14.329,11
"128",30.335,28,1.928,1.127,0.02985,0.812,3.698,0,1.223,1.522,20.14,14
"129",19.528,64,3.541,1.162,0.00192,0.775,4.181,0,1.666,1.473,5.143,8
"130",35.426,54,4.073,1.002,0.00162,0.754,5.877,0,0.856,1.191,11.302,7
"131",19.598,63,0.752,1.246,0.03469,0.572,4.237,0,1.125,1.365,18.217,13
"132",44.842,56,2.359,1.636,0.03423,0.478,2.094,0,1.66,1.067,11.535,7
"133",45.095,27,3.629,1.114,0.0163,0.203,4.3,0,1.165,1.088,2.797,7
"134",12.443,40,4.835,1.589,0.02413,0.759,1.589,0,0.669,1.036,19.209,16
"135",46.73,51,1.399,1.122,0.03051,0.757,2.734,0,0.646,1.576,9.357,6
"136",22.198,18,4.979,1.578,0.03186,0.783,4.482,0,0.372,1.19,14.546,12
"137",35.006,24,0.482,1.618,0.01018,0.769,4.261,0,0.753,1.347,8.812,19
"138",15.963,44,0.494,1.016,0.0329,0.342,4.097,0,0.781,1.508,7.475,14
"139",18.457,24,0.291,1.209,0.0028,0.383,2.315,0,0.772,1.28,10.163,8
"140",43.348,44,4.185,1.108,0.02124,0.702,4.069,0,1.226,1.347,14.661,13
"141",11.436,62,3.472,0.994,0.02953,0.559,1.079,0,1.53,1.492,22.441,10
"142",16.446,65,4.069,1.23,0.00644,0.47,1.397,0,0.37,1.383,24.926,12
"143",10.586,21,4.474,1.016,0.01482,0.893,3.332,0,0.318,1.064,9.132,19
"144",45.489,48,1.165,1.044,0.02033,0.658,5.116,0,1.632,1.664,2.409,20
"145",40.212,46,0.715,1.232,0.00559,0.696,3.556,0,1.675,1.314,16.065,10
"146",18.364,67,1.805,1.453,0.01704,0.786,1.774,0,0.579,1.173,1.525,18
"147",11.747,60,0.418,0.947,0.00169,0.295,2.792,0,0.358,1.427,4.942,11
"148",14.162,48,2.5,1.403,0.0082,0.729,3.675,0,0.22,1.196,16.279,16
"149",36.822,51,0.763,1.133,0.00092,0.897,1.558,0,0.207,1.253,14.478,6
"150",25.43,42,2.42,1.274,0.01888,0.777,4.109,0,0.427,0.811,15.803,6
"151",40.904,50,1.985,1.512,0.01623,0.401,2.708,0,0.201,1.464,22.57,15
"152",25.79,57,4.56,0.903,0.03273,0.583,1.68,0,0.52,1.545,19.479,6
"153",31.592,18,2.199,1.466,0.03454,0.534,4.838,0,1.506,1.699,4.831,20
"154",22.424,62,3.173,1.37,0.00721,0.341,2.746,0,1.577,0.907,13.683,8
"155",29.005,70,3.216,1.56,0.00528,0.419,3.698,0,1.042,1.323,12.77,8
"156",47.062,57,3.44,1.083,0.00279,0.542,5.222,0,0.129,1.571,19.565,11
"157",10.711,61,3.586,1.215,0.03077,0.285,1.604,0,0.423,1.004,6.813,17
"158",44.956,17,0.311,1.54,0.01177,0.718,4.15,0,0.735,0.896,5.776,15
"159",23.412,33,3.978,0.813,0.00501,0.205,3.054,0,1.122,0.836,22.858,14
"160",42.4,62,3.883,1.574,0.01775,0.543,4.288,0,0.564,1.295,20.399,19
"161",24.692,46,2.328,1.193,0.01042,0.743,4.221,0,1.039,1.104,15.78,5
"162",11.81,12,0.242,1.295,0.02653,0.705,4.263,0,1.026,1.349,23.685,19
"163",31.087,65,4.572,1.294,0.03245,0.796,2.712,0,0.218,1.301,22.734,11
"164",25.879,57,3.966,1.465,0.03069,0.473,1.413,0,0.897,0.818,17.611,6
"165",20.199,14,1.781,0.908,0.00278,0.678,2.094,0,0.135,1.102,23.091,12
"166",44.614,28,2.689,1.094,0.01902,0.413,4.955,0,1.112,1.366,23.952,17
"167",20.355,37,3.233,1.376,0.00175,0.408,4.675,0,0.224,1.237,4.9,19
"168",25.419,62,0.184,1.429,0.03182,0.277,2.01,0,1.033,1.519,13.68,8
"169",10.153,34,4.869,1.634,0.00813,0.339,3.939,0,0.442,0.873,15.197,7
"170",46.124,55,3.571,1.438,0.02769,0.696,5.743,0,1.117,1.222,7.963,15
"171",26.474,62,1.903,1.041,0.02893,0.713,2.598,0,0.967,1.098,24.373,13
"172",42.687,68,4.08,1.285,0.02412,0.395,5.568,0,0.121,1.219,12.682,18
"173",13.32,47,3.735,0.816,0.00417,0.754,1.013,0,0.587,1.348,7.004,18
"174",29.165,63,2.167,1.394,0.02351,0.339,2.173,0,0.748,1.106,9.498,7
"175",17.421,28,1.418,1.014,0.01232,0.887,3.676,0,1.102,1.204,13.348,14
"176",31.095,30,3.373,0.98,0.01819,0.269,1.313,0,1.399,1.17,2.662,9
"177",35.207,65,3.23,0.927,0.02663,0.683,5.748,0,0.635,1.202,4.74,15
"178",46.352,34,3.467,1.622,0.03104,0.269,3.788,0,0.441,1.461,20.483,6
"179",26.66,55,1.109,1.248,0.01999,0.399,3.96,0,0.418,0.832,18.409,17
"180",26.829,40,3.902,1.218,0.02693,0.785,1.301,0,1.423,1.109,16.502,6
"181",43.396,58,4.384,1.623,0.01431,0.419,5.62,0,1.25,1.102,22.043,18
"182",33.437,58,1.122,1.185,0.00053,0.652,1.697,0,1.212,1.55,12.19,15
"183",29.091,24,0.35,1.656,0.00603,0.262,5.758,0,0.276,1.158,16.66,11
"184",19.752,33,0.328,1.029,0.03241,0.439,4.148,0,0.98,1.455,13.048,19
"185",34.562,50,4.959,1.669,0.00375,0.727,4.45,0,1.013,0.864,2.975,14
"186",15.164,14,2.112,1.6,0.02581,0.458,3.472,0,0.583,1.121,16.341,7
"187",42.921,46,0.213,1.625,0.01979,0.863,3.188,0,0.362,1.39,20.056,7
"188",12.82,57,4.504,1.669,0.01377,0.889,2.604,0,0.836,0.902,7.811,15
"189",49.77,45,3.13,0.827,0.0218,0.484,3.475,0,0.975,1.222,15.697,11
"190",32.432,38,0.75,1.217,0.02187,0.713,3.652,0,1.301,1.368,11.56,10
"191",44.469,63,3.227,1.549,0.00509,0.538,3.293,0,1.275,1.333,11.096,15
"192",20.117,27,2.602,1.197,0.02695,0.205,4.806,0,0.574,1.025,10.748,16
"193",17.839,60,2.184,1.637,0.02214,0.624,4.335,0,0.313,0.862,13.161,14
"194",17.442,63,2.766,1.055,0.00473,0.41,2.158,0,1.334,1.268,24.864,18
"195",22.504,69,1.144,0.868,0.03404,0.424,4.497,0,0.351,1.327,13.42,10
"196",17.129,15,3.362,1.1,0.01,0.317,4.343,0,0.63,0.823,16.029,10
"197",37.354,56,0.913,1.213,0.02811,0.554,5.182,0,1.335,1.456,23.561,6
"198",24.01,15,1.956,1.339,0.01146,0.609,3.042,0,1.539,1.659,22.693,13
"199",15.001,53,3.677,1.168,0.00586,0.292,5.4,0,1.234,1.609,5.965,13
"200",19.755,34,1.717,0.92,0.01464,0.827,1.677,0,1.068,1.463,13.956,13
"201",46.703,55,3.791,1.697,0.02872,0.508,5.234,0,1.614,1.599,4.121,20
"202",12.402,12,2.812,0.897,0.01351,0.834,1.664,0,0.913,0.906,21.102,7
"203",10.568,22,3.255,1.561,0.02408,0.378,5.867,0,0.366,0.842,17.505,20
"204",25.376,64,4.154,1.073,0.00296,0.302,2.382,0,1.014,1.272,2.328,14
"205",29.729,59,3.877,1.424,0.00227,0.489,2.044,0,0.361,0.825,3.823,13
"206",37.814,24,4.576,1.165,0.01866,0.855,2.419,0,1.291,1.507,18.211,15
"207",33.584,23,4.176,1.576,0.01569,0.722,5.815,0,1.139,1.178,10.797,20
"208",33.027,67,3.87,1.359,0.03058,0.335,4.375,0,0.591,0.897,8.239,12
"209",23.372,35,4.504,1.158,0.01941,0.871,3.119,0,1.26,1.305,14.387,18
"210",49.777,33,2.798,1.589,0.00533,0.788,3.597,0,1.677,1.173,18.281,13
"211",47.14,19,2.954,1.442,0.00697,0.746,5.807,0,0.405,1.395,1.931,19
"212",23.134,23,1.251,1.456,0.00562,0.28,4.551,0,0.636,1.01,19.173,13
"213",32.124,33,0.615,1.066,0.02033,0.636,5.977,0,1.418,1.28,14.723,10
"214",37.874,18,3.748,1.319,0.00471,0.734,1.684,0,0.926,1.427,3.081,7
"215",29.614,61,4.997,0.848,0.01601,0.22,1.216,0,0.996,1.448,4.558,9
"216",40.586,15,1.245,1.55,0.0256,0.605,2.259,0,1.482,1.303,6.06,18
"217",26.131,49,4.447,1.145,0.03006,0.862,1.526,0,0.206,1.278,18.534,7
"218",40.733,31,1.725,0.921,0.0043,0.852,1.766,0,0.621,0.814,21.275,9
"219",38.968,17,4.799,1.533,0.01944,0.416,3.754,0,1.628,0.989,2.489,18
"220",40.495,44,3.959,1.093,0.02104,0.58,5.369,0,0.23,0.953,7.723,11
"221",40.084,12,1.696,0.94,0.01413,0.798,5.353,0,1,1.166,11.08,11
"222",31.128,27,3.822,1.574,0.00553,0.638,1.401,0,0.73,0.985,13.897,19
"223",39.716,37,2.548,1.355,0.02087,0.767,3.55,0,0.904,0.935,7.792,6
"224",35.896,44,0.409,1.42,0.00152,0.894,1.579,0,0.846,0.813,20.696,10
"225",10.611,50,0.641,1.37,0.0176,0.594,3.922,0,1.137,1.074,21.251,14
"226",28.747,25,0.715,1.268,0.0297,0.271,5.323,0,1.384,1.392,18.415,17
"227",17.529,49,2.789,1.602,0.00359,0.855,1.378,0,1.243,1.453,3.215,16
"228",38.139,52,3.985,1.589,0.02199,0.23,3.176,0,1.462,0.807,14.131,10
"229",25.645,53,4.51,0.967,0.02809,0.761,4.287,0,1.256,1.391,18.45,16
"230",12.534,33,0.487,1.56,0.0054,0.304,4.933,0,0.298,1.262,18.171,7
"231",16.092,63,0.97,1.209,0.02043,0.481,3.805,0,0.385,1.117,2.33,17
"232",17.216,41,4.253,1.683,0.03428,0.358,3.9,0,0.52,0.843,11.338,6
"233",23.356,25,2.478,1.689,0.02076,0.433,1.665,0,0.392,1.103,20.73,17
"234",27.55,31,4.858,1.141,0.03263,0.271,1.802,0,1.235,1.506,1.372,10
"235",24.161,22,0.906,1.242,0.01927,0.752,1.112,0,0.318,0.824,23.413,18
"236",14.183,28,1.44,1.44,0.00289,0.514,3.162,0,1.163,1.018,16.176,18
"237",17.476,57,1.495,1.296,0.01742,0.839,1.298,0,0.959,0.943,5.932,5
"238",47.425,60,2.12,1.103,0.02594,0.812,1.853,0,0.284,0.92,5.896,6
"239",38.292,20,4.2,1.22,0.03212,0.639,5.232,0,1.548,0.994,1.889,16
"240",10.899,22,1.273,0.939,0.015,0.882,4.239,0,0.51,1.286,4.14,12
"241",36.582,70,3.402,1.31,0.0085,0.597,4.094,0,1.446,1.051,13.5,13
"242",16.081,14,4.613,1.251,0.03275,0.749,1.066,0,0.137,1.567,12.656,11
"243",31.795,31,0.474,1.034,0.02758,0.21,3.189,0,0.301,0.933,10.859,9
"244",15.238,35,4.603,0.891,0.00721,0.717,5.381,0,1.069,0.842,11.48,13
"245",25.419,35,4.817,1.531,0.01911,0.603,4.717,0,0.504,1.115,12.626,17
"246",21.191,17,3.749,1.416,0.02344,0.888,5.031,0,1.472,0.906,18.913,5
"247",47.905,11,3.901,1.189,0.01352,0.742,4.465,0,0.162,1.299,12.57,19
"248",44.242,44,2.46,1.422,0.01296,0.523,4.505,0,0.408,1.399,22.412,11
"249",29.448,44,3.679,0.923,0.03285,0.436,4.639,0,1.041,1.646,17.763,14
"250",30.5,56,2.392,1.64,0.00116,0.734,5.951,0,0.204,0.916,20.233,15
"251",16.906,26,2.876,1.669,0.00484,0.357,3.612,0,1.589,1.111,8.298,9
"252",28.167,11,1.413,0.894,0.0064,0.695,2.659,0,0.416,0.951,14.224,8
"253",23.757,35,1.072,0.87,0.00404,0.339,4.642,0,1.172,1.285,16.878,17
"254",32.543,63,2.919,1.275,0.00147,0.639,1.8,0,0.52,1.528,24.794,10
"255",32.568,45,2.661,1.07,0.03332,0.738,5.814,0,0.251,1.373,1.632,10
"256",16.803,56,3.632,0.812,0.02237,0.337,3.472,0,0.587,1.459,1.496,16
"257",41.933,30,1.846,0.85,0.01653,0.514,2.405,0,1.33,0.928,12.688,17
"258",35.003,63,3.925,1.132,0.0169,0.251,5.981,0,0.73,1.279,13.572,17
"259",10.372,66,0.969,1.663,0.01657,0.881,5.025,0,1.035,1.23,12.957,7
"260",41.372,23,0.472,1.321,0.00408,0.535,1.392,0,0.323,1.138,6.969,17
"261",36.279,45,2.859,1.264,0.02822,0.731,2.681,0,1.009,0.997,19.541,11
"262",28.452,32,0.757,0.819,0.03302,0.766,1.311,0,0.138,1.433,19.424,14
"263",37.724,36,1.773,1.668,0.02564,0.879,5.17,0,0.988,1.262,3.848,9
"264",42.495,65,1.681,1.513,0.01225,0.449,2.047,0,1.349,1.647,6.763,14
"265",38.183,39,2.765,1.03,0.01463,0.484,4.465,0,0.854,1.585,10.3,6
"266",43.046,17,2.302,1.697,0.01577,0.307,3.087,0,1.504,1.625,4.098,18
"267",22.171,20,1.14,1.249,0.01346,0.829,4.835,0,0.356,0.869,11.008,18
"268",43.342,67,1.437,1.396,0.00488,0.62,3.073,0,1.602,0.982,7.51,9
"269",18.201,59,3.904,1.682,0.02218,0.721,2.859,0,0.715,1.579,2.849,7
"270",35.888,32,4.748,0.977,0.03272,0.222,5.885,0,0.855,1.442,11.884,9
"271",48.791,35,3.522,1.63,0.00971,0.546,4.084,0,1.133,0.923,17.272,5
"272",42.763,49,0.406,1.244,0.006,0.417,5.423,0,1.605,1.088,4.958,14
"273",10.492,32,4.082,1.424,0.03107,0.436,3.861,0,1.029,1.14,10.145,5
"274",13.71,69,4.49,1.425,0.00855,0.699,5.794,0,0.146,1.151,7.81,15
"275",25.458,39,0.261,1.527,0.02708,0.896,4.922,0,1.215,1.592,16.15,6
"276",43.725,53,2.802,1.235,0.0101,0.224,5.506,0,0.556,1.146,8.226,6
"277",39.684,47,0.387,1.525,0.02294,0.217,4.335,0,0.934,1.109,16.676,11
"278",13.34,18,2.004,1.007,0.00357,0.815,4.221,0,0.914,0.895,11.956,7
"279",41.51,14,0.453,1.099,0.01102,0.723,5.435,0,1.212,1.522,20.734,6
"280",19.746,18,3.372,0.835,0.01229,0.624,2.17,0,0.806,1.632,15.703,15
"281",22.425,44,2.71,1.639,0.03384,0.579,2.549,0,1.698,1.243,13.257,9
"282",41.929,38,3.163,1.655,0.02628,0.588,1.119,0,0.654,1.391,21.636,13
"283",18.33,24,1.265,0.911,0.01567,0.645,3.726,0,1.401,1.203,18.568,6
"284",17.685,17,3.97,1.404,0.00479,0.326,2.167,0,1.59,1.432,7.6,14
"285",43.28,25,4.517,1.021,0.02398,0.719,3.542,0,0.482,1.146,20.585,13
"286",16.546,22,4.1,1.407,0.00243,0.588,2.176,0,0.366,1.034,19.996,13
"287",26.887,31,2.95,1.524,0.01306,0.384,2.509,0,0.77,1.659,19.296,8
"288",16.544,41,2.387,1.356,0.02108,0.522,1.515,0,1.458,1.299,12.988,18
"289",40.963,23,0.886,1.476,0.02493,0.848,2.495,0,1.644,0.968,14.636,12
"290",29.412,60,2.882,1.479,0.01745,0.217,3.986,0,1.372,1.58,7.66,13
"291",18.805,23,0.587,1.147,0.00274,0.504,1.796,0,0.31,1.134,20.484,5
"292",49.337,44,2.87,1.397,0.03399,0.752,1.989,0,0.904,1.454,12.673,13
"293",46.956,60,3.558,1.624,0.02152,0.47,4.59,0,1.585,1.215,13.547,18
"294",34.209,44,1.237,1.341,0.00018,0.756,2.251,0,0.822,1.66,1.572,13
"295",27.927,16,1.313,1.629,0.02408,0.468,3.802,0,0.284,1.677,23.781,17
"296",39.504,55,4.643,1.357,0.00326,0.718,3.851,0,0.979,1.672,22.395,15
"297",36.446,15,0.677,1.671,0.01839,0.486,1.195,0,1.342,0.968,12.485,13
"298",16.187,70,4.299,1.502,0.02248,0.82,3.991,0,1.302,1.491,18.035,14
"299",13.131,13,0.209,1.355,0.0089,0.703,3.765,0,0.45,1.402,1.807,17
"300",37.844,24,3.048,1.606,0.02018,0.209,5.057,0,1.411,0.979,8.428,12
