"","penteVitDiam","nbMaxPrim","vitEmissionPrim","angInitMoyVertPrim","intensiteTropisme","propDiamRamif","distRamif","coeffCroissRad","diamMax","angLat","maxLatAge","duree"
"101",39.904,1,4.308,0.888,0.01039,0.222,2.554,0.339,1.333,1.043,12.063,6
"102",46.787,1,3.868,1.537,0.02957,0.291,5.279,0.439,0.116,1.132,7.632,15
"103",16.607,1,1.426,1.054,0.00073,0.44,1.104,0.095,1.344,1.101,15.318,12
"104",22.599,1,3.739,0.974,0.03141,0.573,3.033,0.193,1.068,1.334,17.288,19
"105",20.713,1,0.573,1.621,0.00106,0.501,3.135,0.058,0.203,1.025,15.131,18
"106",14.139,1,1.443,0.824,0.00411,0.398,4.33,0.498,1.391,1.274,17.334,13
"107",30.78,1,1.893,1.42,0.02978,0.489,1.246,0.069,1.42,1.502,14.975,7
"108",11.805,1,3.888,1.034,0.02837,0.28,2.496,0.044,1.206,1.444,11.916,15
"109",21.478,1,4.052,1.424,0.00355,0.874,3.15,0.493,1.174,1.119,10.619,9
"110",35.014,1,4.973,1.573,0.03129,0.234,4.239,0.091,0.699,0.943,24.427,5
"111",26.806,1,3.9,1.619,0.01508,0.824,1.137,0.477,0.222,1.635,24.454,18
"112",21.809,1,4.953,0.925,0.0224,0.535,5.606,0.048,1.501,1.103,9.641,6
"113",24.594,1,4.914,1.398,0.018,0.431,5.803,0.339,1.235,1.438,18.667,7
"114",33.326,1,3.506,1.41,0.01623,0.308,1.421,0.114,0.79,0.936,21.389,10
"115",10.938,1,3.537,1.696,0.02375,0.529,4.083,0.329,0.332,1.013,6.49,10
"116",20.548,1,3.728,0.828,0.0245,0.418,1.453,0.246,1.069,1.162,5.788,6
"117",16.795,1,2.594,0.932,0.02806,0.529,1.806,0.49,0.332,1.451,14.23,8
"118",44.693,1,3.35,1.657,0.01176,0.879,5.986,0.048,0.809,0.873,8.857,9
"119",47.265,1,3.215,0.804,0.00832,0.717,3.014,0.153,1.02,1.031,19.691,19
"120",25.778,1,3.727,1.108,0.00419,0.42,3.7,0.18,0.58,1.695,14.328,9
"121",47.101,1,4.706,1.36,0.00973,0.717,4.098,0.208,1.456,1.189,10.65,18
"122",28.619,1,2.857,1.414,0.02487,0.886,1.507,0.496,1.336,1.107,12.089,5
"123",48.36,1,2.924,1.455,0.01353,0.409,3.756,0.429,1.629,0.849,3.714,6
"124",16.475,1,4.478,1.543,0.00602,0.237,3.756,0.097,0.879,1.444,5.405,17
"125",11.15,1,1.491,1.6,0.03419,0.411,5.447,0.365,0.545,0.872,14.254,15
"126",29.919,1,1.132,1.045,0.01245,0.307,1.228,0.323,1.623,0.952,3.111,10
"127",20.048,1,4.61,1.451,0.01263,0.519,1.119,0.384,0.374,1.311,4.63,18
"128",37.451,1,2.42,1.667,0.00732,0.245,3.943,0.17,1.677,1.542,20.812,19
"129",22.651,1,4.232,0.941,0.0252,0.82,4.42,0.112,1.254,1.637,21.273,12
"130",42.366,1,4.992,1.663,0.00245,0.381,5.628,0.051,1.12,1.442,9.376,14
"131",41.651,1,3.922,1.425,0.00162,0.443,3.369,0.419,0.207,0.959,16.926,5
"132",21.507,1,0.491,1.561,0.0052,0.429,3.134,0.185,1.359,1.289,11.824,8
"133",11.707,1,0.368,1.264,0.01512,0.392,2.99,0.151,0.866,0.884,3.25,17
"134",40.366,1,0.601,1.41,0.03444,0.515,5.304,0.221,1.248,1.057,6.307,17
"135",20.499,1,4.738,1.196,0.00995,0.425,4.304,0.098,1.458,1.696,10.059,16
"136",11.563,1,1.477,1.282,0.0228,0.469,5.315,0.091,0.686,1.421,21.241,17
"137",30.945,1,1.873,1.66,0.02844,0.852,5.215,0.3,1.487,0.851,9.517,17
"138",43.227,1,1.909,1.171,0.03022,0.585,1.176,0.269,0.823,1.596,19.941,16
"139",32.722,1,0.664,1.584,0.00809,0.579,2.329,0.387,0.847,1.191,6.641,8
"140",46.613,1,2.494,1.216,0.02757,0.232,2.793,0.481,0.652,0.911,20.468,13
"141",24.523,1,1.627,0.86,0.01989,0.502,2.75,0.406,0.484,1.228,13.004,12
"142",42.248,1,3.241,1.086,0.00747,0.656,3.976,0.297,0.168,1.555,15.684,13
"143",17.249,1,2.814,1.207,0.02038,0.812,4.351,0.294,1.156,1.146,8.156,16
"144",14.944,1,3.259,1.632,0.00118,0.503,5.506,0.168,0.218,1.047,6.786,17
"145",17.147,1,3.934,1.118,0.01145,0.452,5.447,0.149,0.982,0.87,19.283,13
"146",18.918,1,0.738,1.34,0.02006,0.584,5.1,0.388,1.299,0.843,6.68,7
"147",19.924,1,4.54,1.473,0.02812,0.644,1.224,0.234,1.699,1.454,2.732,16
"148",31.721,1,4.784,1.524,0.0163,0.646,4.936,0.011,0.115,0.903,22.158,17
"149",29.799,1,0.974,0.993,0.01761,0.343,5.529,0.408,1.27,1.245,24.186,15
"150",20.964,1,1.319,1.575,0.01698,0.484,3.156,0.302,1.692,0.801,15.23,5
"151",14.284,1,2.359,1.187,0.00103,0.714,3.479,0.338,0.369,1.011,20.91,10
"152",29.192,1,2.692,1.384,0.01471,0.365,3.319,0.499,1.636,1.154,18.002,15
"153",29.346,1,0.796,1.14,0.028,0.475,2.771,0.36,1.439,1.393,9.301,13
"154",35.958,1,3.249,1.59,0.02911,0.573,2.434,0.071,0.913,0.865,18.755,8
"155",26.793,1,1.152,1.538,0.01053,0.598,4.946,0.314,1.004,1.245,10.141,7
"156",40.975,1,2.788,1.002,0.0175,0.258,1.955,0.237,0.428,1.551,15.631,8
"157",37.08,1,0.255,1.329,0.00917,0.425,5.966,0.405,0.848,1.311,14.97,14
"158",30.43,1,4.775,1.586,0.0064,0.47,5.94,0.193,0.63,0.9,21.297,15
"159",12.616,1,1.397,0.822,0.00565,0.416,5.796,0.167,0.977,1.081,17.122,12
"160",38.524,1,4.798,1.373,0.00764,0.725,5.653,0.032,0.593,0.841,17.641,18
"161",32.936,1,3.013,1.31,0.01574,0.811,2.507,0.061,0.233,1.621,22.438,9
"162",41.704,1,4.953,0.95,0.00318,0.367,5.588,0.135,1.527,1.161,3.371,6
"163",46.895,1,1.865,1.057,0.02819,0.651,4.184,0.354,0.698,0.9,17.776,6
"164",41.233,1,3.596,0.804,0.00673,0.809,4.944,0.273,0.596,1.078,20.97,9
"165",29.799,1,3.488,1.636,0.01669,0.207,3.341,0.343,1.267,1.525,2.126,8
"166",19.059,1,1.294,1.127,0.03161,0.328,2.053,0.286,1.433,1.325,17.308,8
"167",16.387,1,0.526,1.472,0.00738,0.631,4.993,0.089,1.452,1.254,24.595,6
"168",20.296,1,0.115,1.659,0.01794,0.264,1.705,0.489,0.601,0.804,22.89,10
"169",19.694,1,0.431,1.469,0.00412,0.696,4.783,0.385,0.405,1.632,1.813,7
"170",19.779,1,1.099,0.941,0.00667,0.404,4.691,0.32,1.219,1.421,16.671,11
"171",26.632,1,4.01,1.303,0.01763,0.845,1.702,0.109,0.286,1.265,16.729,10
"172",17.947,1,4.198,1.54,0.02409,0.727,2.488,0.205,0.281,1.56,22.237,9
"173",43.145,1,0.597,1.273,0.00985,0.78,1.719,0.139,0.457,0.938,6.488,13
"174",41.039,1,4.301,1.295,0.03428,0.26,3.543,0.069,0.731,0.845,21.007,15
"175",23.216,1,0.841,1.246,0.02133,0.66,1.013,0.248,1.391,1.621,17.081,6
"176",28.643,1,3.156,1.538,0.02679,0.69,4.998,0.018,0.143,1.423,21.392,17
"177",24.383,1,4.427,0.994,0.02131,0.597,1.915,0.369,1.634,1.252,6.357,13
"178",33.096,1,3.46,1.315,0.02868,0.451,4.638,0.004,0.763,1.215,11.439,10
"179",24.192,1,0.221,0.954,0.01137,0.624,2.684,0.455,0.795,1.657,6.644,16
"180",26.25,1,0.263,1.073,0.02782,0.474,1.372,0.006,1.556,1.249,23.152,11
"181",43.546,1,1.289,1.508,0.01528,0.783,2.749,0.163,0.924,1.687,6.153,19
"182",17.293,1,4.613,1.597,0.0026,0.748,3.284,0.101,0.662,1.184,13.017,9
"183",39.073,1,4.149,1.373,0.02692,0.739,1.288,0.48,0.958,1.442,17.448,16
"184",24.165,1,2.086,1.547,0.01737,0.67,2.499,0.151,0.332,1.135,23.481,20
"185",28.072,1,4.904,1.509,0.02784,0.844,4.557,0.219,0.542,0.919,2.319,11
"186",32.482,1,0.538,1.593,0.01155,0.229,2.553,0.281,1.526,1.193,2.077,16
"187",48.595,1,3.816,1.19,0.03388,0.712,1.271,0.079,0.731,0.881,11.211,13
"188",39.044,1,0.949,1.63,0.03161,0.385,1.309,0.007,1.091,1.076,11.613,7
"189",38.983,1,4.764,1.062,0.02385,0.64,1.357,0.076,0.184,0.82,17.852,11
"190",13.985,1,4.641,1.052,0.00851,0.842,1.279,0.268,1.541,0.918,1.445,20
"191",12.133,1,1.915,0.827,0.00806,0.394,1.892,0.213,1.075,1.595,22.609,14
"192",23.89,1,1.067,0.95,0.03232,0.674,4.132,0.241,1.506,1.401,5.162,12
"193",19.318,1,0.823,1.341,0.00339,0.583,4.379,0.435,1.547,1.695,17.245,18
"194",25.194,1,2.553,1.127,0.02369,0.297,2.807,0.34,1.25,1.194,8.352,8
"195",32.032,1,4.232,1.297,0.01174,0.216,3.495,0.35,1.266,1.178,1.125,20
"196",32.028,1,3.765,1.093,0.01617,0.377,2.131,0.3,0.284,0.882,2.6,11
"197",24.809,1,2.439,0.863,0.01414,0.844,2.927,0.223,0.121,1.008,17.991,11
"198",32.849,1,1.708,1.317,0.01393,0.516,1.824,0.381,1.072,1.445,7.424,11
"199",24.473,1,0.101,0.82,0.02344,0.569,2.635,0.413,0.701,1.544,7.442,19
"200",31.009,1,1.715,1.223,0.02726,0.828,5.092,0.328,0.124,1.457,4.221,9
"201",18.756,1,4.868,1.211,0.01872,0.504,5.738,0.078,1.385,1.389,16.708,7
"202",45.627,1,4.716,1.404,0.01216,0.646,3.656,0.237,1.626,1.655,22.992,11
"203",28.688,1,2.992,1.469,0.02718,0.471,4.875,0.092,0.362,1.453,15.204,8
"204",24.415,1,1.892,1.478,0.02605,0.27,4.737,0.022,0.183,1.504,6.677,17
"205",29.262,1,1.832,1.542,0.01582,0.89,2.498,0.219,0.813,0.817,9.436,9
"206",11.64,1,1.952,1.212,0.00868,0.786,2.633,0.357,0.322,1.222,14.342,16
"207",32.962,1,2.507,1.147,0.01708,0.552,3.578,0.489,1.17,0.943,11.651,18
"208",43.985,1,4.331,0.883,0.00833,0.21,3.834,0.268,1.539,1.557,3.782,16
"209",29.726,1,3.849,1.232,0.02767,0.432,2.447,0.151,1.275,1.522,10.669,17
"210",24.594,1,0.188,1.681,0.01849,0.591,1.782,0.033,1.03,1.645,18.28,16
"211",42.394,1,0.738,1.353,0.0274,0.877,1.314,0.143,1.314,1.082,1.525,19
"212",44.177,1,0.631,1.667,0.00295,0.327,3.464,0.203,0.118,1.246,21.99,17
"213",20.076,1,1.797,1.44,0.02699,0.331,3.112,0.285,0.187,1.284,3.864,19
"214",43.822,1,3.41,1.233,0.03441,0.304,2.606,0.257,0.978,0.845,18.296,13
"215",17.199,1,3.437,1.096,0.01257,0.831,1.954,0.304,1.073,1.675,11.475,13
"216",33.646,1,0.803,1.11,0.01563,0.438,3.008,0.295,0.64,1.224,7.735,13
"217",38.31,1,4.39,0.811,0.02821,0.562,5.949,0.33,1.429,1.67,7.904,16
"218",33.077,1,4.782,1.357,0.01424,0.534,4.159,0.229,0.333,0.953,22.035,18
"219",48.1,1,3.242,1.041,0.03142,0.604,1.33,0.191,0.139,1.235,22.179,17
"220",21.857,1,1.509,1.439,0.0066,0.32,1.168,0.034,0.396,1.28,4.128,11
"221",26.921,1,3.091,1.412,0.03057,0.378,5.275,0.077,0.454,1.057,18.706,7
"222",34.488,1,3.725,1.516,0.02549,0.884,2.693,0.023,1.559,0.976,3.048,5
"223",19.097,1,0.977,1.537,0.01573,0.604,5.776,0.453,0.635,1.001,14.714,14
"224",15.647,1,3.38,1.314,0.00929,0.773,2.257,0.368,1.361,0.987,19.745,9
"225",32.675,1,1.734,1.273,0.03179,0.684,1.513,0.32,0.419,1.649,22.544,13
"226",35.292,1,4.179,1.189,0.01969,0.511,3.118,0.268,1.452,1.517,7.077,11
"227",32.013,1,2.461,1.04,0.02433,0.848,1.524,0.282,0.175,0.854,22.015,13
"228",18.454,1,3.559,1.465,0.03338,0.883,3.005,0.09,0.692,1.094,14.037,19
"229",46.865,1,3.131,1.505,0.03472,0.405,5.603,0.34,1.027,1.618,18.267,14
"230",49.782,1,3.696,1.361,0.02641,0.61,3.936,0.1,1.345,1.436,4.412,18
"231",32.782,1,4.549,1.432,0.01589,0.783,2.438,0.113,0.875,1.66,11.538,9
"232",17.575,1,3.073,1.024,0.02511,0.425,5.535,0.125,1.348,0.828,13.593,6
"233",48.551,1,1.079,1.483,0.02859,0.528,5.929,0.463,1.003,1.646,5.388,19
"234",13.752,1,1.733,1.553,0.00117,0.266,4.307,0.245,0.226,1.271,21.428,14
"235",39.27,1,0.675,1.156,0.01231,0.402,3.933,0.113,1.566,0.909,13.089,9
"236",41.637,1,4.926,1.329,0.03416,0.585,5.132,0.186,0.775,1.577,12.761,16
"237",25.167,1,3.321,1.455,0.01996,0.867,4.769,0.44,1.316,1.395,14.84,6
"238",17.835,1,1.192,1.349,0.03047,0.669,3.481,0.144,0.7,0.911,13.02,6
"239",46.326,1,3.302,1.685,0.00314,0.455,2.246,0.298,0.209,0.823,18.385,12
"240",44.562,1,0.396,0.985,0.01554,0.371,3.983,0.173,0.437,1.131,21.613,8
"241",15.921,1,4.171,1.381,0.0175,0.313,5.519,0.371,1.576,1.405,12.048,11
"242",43.978,1,1.245,1.375,0.03312,0.628,1.715,0.019,0.764,0.855,2.549,16
"243",46.683,1,2.171,1.159,0.01393,0.76,5.66,0.312,0.155,1.528,14.949,19
"244",39.963,1,4.466,1.412,0.00107,0.629,5.857,0.091,0.657,1.515,18.297,20
"245",21.782,1,1.312,1.69,0.02784,0.88,2.468,0.006,1.142,1.243,4.627,14
"246",20.699,1,0.554,1.074,0.03368,0.797,3.356,0.166,0.681,1.193,23.414,17
"247",44.162,1,2.123,1.517,0.02981,0.311,2.149,0.106,1.154,0.801,13.022,14
"248",25.974,1,2.726,1.091,0.0255,0.567,2.206,0.179,0.478,1.054,14.328,7
"249",24.358,1,4.785,0.987,0.03107,0.645,2.996,0.27,0.82,0.948,17.678,6
"250",21.688,1,4.746,1.264,0.00853,0.824,1.369,0.392,0.416,1.286,23.071,5
"251",26.276,1,4.136,1.07,0.0278,0.686,4.872,0.28,1.162,1.613,21.907,10
"252",13.586,1,2.674,0.9,0.0349,0.872,3.874,0.322,0.528,0.951,17.749,12
"253",45.079,1,1.194,0.834,0.02932,0.531,3.847,0.025,1.649,1.362,21.946,19
"254",43.26,1,4.379,0.88,0.01128,0.207,1.552,0.309,1.091,1.436,3.338,15
"255",47.983,1,4.774,0.912,0.0307,0.783,4.727,0.18,0.771,1.582,17.239,19
"256",14.742,1,1.609,0.83,0.00362,0.6,1.019,0.268,1.123,1.03,15.812,9
"257",38.917,1,2.474,1.514,0.02896,0.673,3.03,0.077,1.052,1.438,6.346,18
"258",34.053,1,2.752,1.586,0.01144,0.848,3.437,0.03,0.37,1.134,3.92,9
"259",11.847,1,4.988,0.993,0.00869,0.817,4.811,0.275,0.922,1.355,8.695,16
"260",48.217,1,1.592,1.262,0.03486,0.727,1.63,0.232,1.155,1.572,14.317,13
"261",29.089,1,2.817,1.532,0.01097,0.413,4.04,0.059,0.868,1.311,19.985,6
"262",38.306,1,2.399,0.887,0.02961,0.506,4.991,0.197,1.384,1.347,13.392,16
"263",47.708,1,2.514,1.31,0.00485,0.241,5.205,0.358,0.164,0.852,10.666,17
"264",25.668,1,0.375,1.159,0.00578,0.581,2.235,0.473,0.497,1.185,4.071,5
"265",12.641,1,1.849,0.841,0.03133,0.35,3.046,0.329,1.125,0.994,23.594,20
"266",24.716,1,1.785,1.021,0.03283,0.768,1.162,0.492,0.817,1.386,16.598,17
"267",43.109,1,3.778,1.363,0.00718,0.837,3.908,0.277,1.195,1.122,8.193,10
"268",22.24,1,3.814,0.883,0.02112,0.797,2.172,0.454,0.941,1.273,24.547,9
"269",42.577,1,2.67,1.549,0.00939,0.304,4.135,0.27,1.565,0.882,8.912,18
"270",42.187,1,1.708,0.833,0.01939,0.245,5.562,0.462,1.556,1.649,9.085,16
"271",40.412,1,4.925,1.244,0.03471,0.566,5.715,0.499,0.713,1.571,19.269,11
"272",23.968,1,3.78,1.142,0.0049,0.355,3.005,0.491,0.249,1.008,6.46,13
"273",39.631,1,3.138,1.126,0.01163,0.21,1.564,0.402,1.095,0.82,15.884,9
"274",19.276,1,3.785,1.418,0.02711,0.618,1.002,0.279,1.048,1.492,21.239,18
"275",45.409,1,3.976,1.252,0.01202,0.477,4.479,0.404,0.838,1.591,8.683,5
"276",26.207,1,3.101,0.822,0.02751,0.226,3.605,0.007,1.555,1.454,1.916,14
"277",24.455,1,2.447,0.836,0.00252,0.816,5.409,0.417,0.51,1.128,3.682,11
"278",29.114,1,0.684,1.02,0.00867,0.451,4.693,0.337,0.293,1.566,4.866,9
"279",11.871,1,3.197,1.064,0.03213,0.491,1.671,0.436,0.334,1.037,23.973,12
"280",41.54,1,3.197,1.265,0.01829,0.432,2.803,0.084,0.851,1.368,13.547,17
"281",48.674,1,3.633,1.086,0.01995,0.637,3.84,0.472,0.95,1.237,20.749,14
"282",20.239,1,1.225,1.076,0.00062,0.894,4.877,0.243,1.416,1.521,5.3,8
"283",16.074,1,2.64,1.035,0.03495,0.814,1.281,0.107,1.526,1.643,12.023,9
"284",44.073,1,3.223,1.375,0.022,0.742,1.104,0.124,1.029,1.196,20.335,7
"285",18.748,1,1.731,1.458,0.00673,0.76,2.927,0.268,0.313,1.7,24.531,8
"286",38.365,1,4.009,1.197,0.02722,0.737,2.947,0.265,1.327,1.263,13.391,7
"287",11.278,1,3.497,1.304,0.00741,0.305,4.796,0.372,1.032,1.554,7.206,18
"288",21.802,1,4.987,0.909,0.01111,0.742,5.591,0.268,0.798,0.912,15.604,19
